X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
1039.53,1009.64,Tingible-body macrophage,core,119.54,32.95,0.166,0.574,0.555,1.001,0.474,1.209,1.478,1.078,0.032,0.144,1.206,0.613,0.769,4.824,1.071,0.791,0.45,0.121,0.169,0.079,0.6,1.421,0.166,0.773,0.924
999.97,995.56,Tingible-body macrophage,core,104.57,23.41,0.654,1.171,1.255,0.322,0.793,0.47,0.188,0.631,0.907,0.776,0.576,0.834,0.757,4.814,1.035,1.183,0.692,0.977,0.363,1.094,0.683,0.961,1.009,0.648,0.281
1000.45,1052.2,GC B cell,core,78.03,37.14,0.416,1.232,0.508,1.263,2.975,1.421,0.549,1.381,0.37,0.56,0.38,0.88,0.38,1.012,1.02,1.151,0.68,0.642,0.376,0.73,0.792,0.416,0.837,0.258,0.628
1064.23,1021.56,Tingible-body macrophage,core,116.97,37.61,0.151,0.532,1.104,0.953,1.075,1.221,0.51,0.56,0.282,0.492,0.927,1.005,1.065,3.309,0.076,0.968,1.271,1.309,0.034,0.566,0.737,0.936,1.194,0.041,1.35
991.62,1051.55,FDC,core,95.31,33.7,0.163,4.211,0.804,1.138,0.467,1.407,0.385,1.466,0.973,1.102,0.58,0.798,0.529,0.758,1.263,1.151,1.237,0.619,0.446,0.888,1.428,1.059,0.349,1.189,1.329
1015.81,1006.67,FDC,core,45.78,12.12,1.077,2.905,0.266,1.344,1.374,0.189,1.207,0.931,0.496,0.495,0.219,0.669,0.318,1.009,1.418,0.446,0.388,0.782,0.173,0.213,0.266,1.243,0.755,1.181,1.25
1034.6,983.64,CD4 T cell,core,113.5,44.9,0.984,0.255,0.727,0.608,0.18,0.212,1.058,3.456,0.63,0.187,0.386,0.659,1.108,0.622,1.132,0.547,0.903,1.122,0.629,0.704,0.081,0.169,1.021,0.145,0.282
1041.3,994.55,Tingible-body macrophage,core,107.49,37.85,0.267,0.612,0.095,0.427,1.062,0.929,1.395,0.471,0.626,1.102,0.378,0.359,1.468,2.831,1.314,0.604,1.349,1.243,0.44,0.075,0.997,0.511,0.495,1.073,0.617
1044.85,997.7,GC B cell,core,44.09,27.17,0.766,0.473,0.209,1.215,4.518,1.405,0.14,0.082,1.335,0.378,0.497,0.19,0.752,0.31,0.09,1.431,0.208,0.551,0.301,1.236,1.172,1.379,0.712,1.18,1.217
1027.34,1000.91,CD4 T cell,core,100.78,25.92,1.177,0.954,1.205,1.117,0.654,0.175,0.362,3.823,1.428,0.311,1.225,0.384,0.882,1.351,0.673,0.33,0.465,1.119,1.004,0.94,0.319,1.132,1.257,0.693,0.413
995.43,999.35,B cell,core,91.79,33.78,3.099,1.033,0.096,0.404,1.022,0.262,0.998,1.174,1.022,1.235,0.915,0.754,1.479,0.511,0.258,0.743,0.88,0.543,1.43,0.498,0.28,0.804,0.334,0.942,0.437
1070.85,1026.59,CD4 T cell,core,54.34,29.37,0.85,0.539,0.555,0.909,1.173,1.171,1.268,3.245,0.386,1.099,0.246,0.029,0.209,0.081,0.634,0.594,1.447,1.279,1.241,1.104,0.272,0.233,1.23,1.144,0.072
1010.63,1024.86,CD4 T cell,core,111.79,16.65,1.161,1.335,0.728,0.567,1.283,0.037,1.155,4.681,0.443,1.385,0.466,0.074,0.19,1.435,0.615,0.552,1.357,1.273,0.37,0.18,1.343,0.572,0.691,0.236,0.616
1032.45,1009.63,Tfh cell,core,110.74,11.1,0.759,1.177,0.388,0.883,0.292,0.419,0.961,0.505,0.326,0.482,3.596,0.626,0.902,0.39,0.935,0.063,0.085,0.326,1.184,0.263,0.629,1.49,0.349,0.219,0.414
1036.79,1016.17,CD4 T cell,core,39.28,23.9,0.685,1.015,0.387,0.711,1.235,0.177,0.322,3.909,1.233,1.35,1.125,0.368,0.474,1.103,0.667,0.522,1.495,0.385,1.169,0.265,1.368,0.428,1.382,1.066,1.311
