X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
1639.28,408.89,GC B cell,core,61.37,43.09,0.086,0.226,1.129,1.011,3.163,0.177,1.265,0.709,0.474,1.079,1.003,1.491,0.155,1.153,0.69,0.372,0.748,0.031,0.187,0.163,1.038,1.063,0.366,0.461,1.159
1603.4,400.85,FDC,core,87.6,13.18,0.916,2.2,0.599,1.183,0.977,1.335,0.466,0.713,0.352,0.278,0.137,0.298,0.246,0.659,0.617,1.146,1.167,0.811,0.985,0.703,0.465,0.755,0.946,1.432,1.225
1598.91,379.7,Mantle B cell,core,61.68,40.16,3.452,0.636,0.293,0.991,1.066,1.105,0.535,0.897,0.312,1.395,1.407,0.046,0.846,1.077,0.346,0.05,0.003,1.06,0.018,0.58,1.198,0.079,1.06,0.647,0.584
1619.23,391.67,Tfh cell,core,54.55,25.76,0.18,0.756,1.499,1.337,0.102,0.534,0.704,0.608,0.168,0.279,3.847,1.082,1.075,1.008,1.011,0.013,0.327,0.505,0.384,0.582,0.599,0.51,0.016,1.298,1.435
1652.62,392.88,FDC,core,105.9,25.38,1.05,3.78,0.983,0.162,0.758,1.383,0.194,0.077,0.076,0.105,0.245,1.156,0.899,1.098,0.835,0.531,1.18,0.255,0.54,0.623,1.02,1.141,0.85,0.912,0.422
1628.42,383.61,Tfh cell,core,115.16,24.94,0.769,0.912,0.21,0.323,0.263,0.803,1.004,1.061,0.313,0.501,4.713,0.981,0.631,0.409,0.337,1.424,0.723,1.487,0.482,0.323,1.074,1.368,0.246,1.293,0.881
1636.22,404.81,FDC,core,105.33,32.82,0.665,3.894,0.726,1.129,0.163,0.721,0.788,0.295,0.963,0.379,0.856,0.858,1.123,1.402,1.389,0.753,0.394,0.363,1.18,1.14,1.191,1.25,0.848,1.346,0.986
1633.15,363.7,FDC,core,41.41,32.91,0.593,2.772,0.448,0.73,1.31,1.46,1.421,1.136,1.273,1.327,0.915,0.365,0.027,1.142,1.14,1.097,0.87,0.987,1.078,0.797,0.988,0.336,0.801,0.943,0.853
1657.07,432.64,Mantle B cell,core,33.44,40.17,4.684,0.534,1.352,0.338,0.236,1.013,1.16,0.524,0.708,0.993,0.443,0.584,0.849,0.454,0.219,1.363,0.184,1.48,1.267,0.67,1.291,0.096,0.844,0.53,0.451
1656.71,423.32,Mantle B cell,core,66.3,22.56,3.184,0.79,1.388,1.196,0.149,0.458,0.732,1.075,0.008,1.296,1.263,1.434,0.304,0.32,1.249,0.772,0.368,0.025,0.325,1.013,1.099,0.531,1.376,0.765,0.776
1637.69,389.13,Mantle B cell,core,34.15,40.77,2.413,1.388,0.958,0.158,0.629,0.7,0.021,1.442,1.374,0.152,0.828,0.469,0.318,0.411,0.08,1.032,0.55,1.05,1.223,0.859,0.515,0.21,0.977,1.012,1.172
1624.63,405.14,Mantle B cell,core,37.45,14.19,4.409,0.084,0.948,0.832,1.073,0.141,1.363,1.411,1.477,1.149,0.467,1.468,0.921,1.078,0.992,0.31,1.28,0.97,0.331,0.567,0.215,0.649,1.484,0.576,0.593
1628.0,401.69,GC B cell,core,47.5,31.52,1.225,0.845,0.12,0.31,3.457,1.431,0.981,1.045,0.893,0.489,0.912,0.014,0.621,1.218,0.307,0.973,1.081,0.235,1.287,0.366,1.444,0.517,0.917,1.423,1.23
1625.56,406.32,Tfh cell,core,41.76,35.07,0.574,1.381,0.789,0.272,0.966,0.681,1.371,0.735,0.039,0.242,2.816,1.427,0.539,0.523,1.464,0.309,0.933,1.422,1.365,0.241,0.707,0.378,1.05,0.369,0.265
1624.64,426.75,GC B cell,core,119.33,24.13,0.57,0.458,0.53,1.063,2.758,1.03,0.521,0.14,0.18,1.351,0.063,0.414,1.295,0.119,0.316,0.403,1.254,0.174,1.418,0.18,0.848,1.16,0.838,0.761,0.656
1610.34,386.5,Mantle B cell,core,45.87,41.23,2.609,0.366,0.232,1.349,0.763,0.962,0.938,1.174,1.257,1.052,0.007,1.256,0.064,1.287,0.002,1.162,0.958,0.039,1.131,0.869,0.182,1.315,0.887,0.694,1.418
1649.05,441.04,Tingible-body macrophage,core,114.24,14.57,1.221,0.612,0.926,0.911,0.592,0.778,0.974,0.205,1.374,1.235,0.312,0.338,0.592,3.38,0.775,0.472,1.153,0.293,1.063,1.13,0.153,0.855,0.891,1.457,0.448
1642.13,397.38,Mantle B cell,core,81.11,31.52,4.74,1.493,0.586,0.371,0.311,1.043,0.954,0.359,0.743,0.43,1.256,0.537,0.923,1.37,0.358,1.428,0.728,0.96,0.408,1.042,1.086,0.888,1.294,0.707,0.023
