X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
1603.45,377.11,B cell,core,74.46,24.14,2.778,1.32,0.979,1.041,1.053,1.151,1.048,0.822,1.133,0.149,0.718,1.411,0.784,0.563,1.051,0.992,0.223,1.339,0.902,0.748,0.314,0.564,1.051,0.559,0.322
1578.5,402.23,B cell,core,75.13,11.78,4.797,0.868,0.787,0.713,1.155,0.487,0.43,0.842,1.406,0.317,0.76,1.22,0.793,0.896,0.727,1.419,0.777,1.005,1.127,0.087,0.005,0.338,1.322,1.077,0.558
1583.03,379.25,GC B cell,core,110.03,41.79,1.417,0.691,0.277,0.516,4.093,0.636,0.597,0.508,1.436,1.043,0.403,0.194,0.336,0.177,0.423,0.539,1.148,0.774,0.23,1.046,0.166,0.465,0.584,1.114,1.292
1644.91,394.37,GC B cell,core,33.57,28.79,0.594,0.163,1.269,0.968,4.858,0.333,1.218,0.835,1.058,0.097,0.556,0.39,0.224,0.311,0.427,0.373,0.998,0.67,0.079,0.117,0.612,0.656,0.391,1.36,0.394
1569.38,398.12,Mantle B cell,core,76.88,16.46,2.654,0.493,0.887,1.179,0.194,0.888,1.231,1.173,0.466,1.395,1.236,0.89,0.056,0.385,0.314,1.355,0.838,0.913,0.215,1.131,0.856,0.304,1.263,0.652,1.28
1554.71,405.36,GC B cell,core,75.22,19.7,0.009,0.175,0.845,0.871,4.184,0.452,0.83,1.236,1.215,0.97,0.338,0.925,0.102,1.437,0.083,0.827,1.406,1.417,0.438,0.942,0.184,0.04,0.078,0.299,1.133
1597.89,440.1,FDC,core,77.67,23.94,0.118,4.672,1.359,0.693,1.205,0.426,0.952,1.055,0.921,0.418,0.773,0.13,0.306,0.315,0.72,1.389,0.126,1.041,1.031,0.381,0.942,0.339,0.099,0.951,0.397
1598.91,380.36,Mantle B cell,core,116.98,43.65,3.102,0.617,0.384,0.274,0.348,1.353,0.847,1.046,0.415,0.919,0.384,0.024,1.285,0.95,0.829,0.27,0.36,1.166,0.44,0.812,0.146,1.332,0.783,0.308,0.587
1592.17,369.92,B cell,core,101.05,36.69,2.548,0.067,0.539,1.204,0.489,0.271,1.046,0.47,1.421,0.2,1.173,0.629,1.411,0.962,1.07,0.182,0.358,0.876,0.39,1.425,0.594,1.154,0.427,0.062,0.02
1577.54,390.99,CD4 T cell,core,85.0,16.22,1.169,0.18,1.231,0.16,1.49,1.025,1.293,4.965,0.544,0.096,1.485,0.846,0.017,0.405,1.456,0.585,0.505,0.398,1.132,0.774,0.067,1.188,0.551,0.31,0.33
1606.87,346.44,CD4 T cell,core,115.44,41.17,0.332,1.308,1.413,1.152,1.172,0.554,0.588,4.415,0.636,0.312,1.135,0.61,0.84,1.152,0.066,1.11,1.055,0.029,0.45,1.04,1.103,1.465,0.842,1.414,1.304
1550.64,406.4,Tfh cell,core,61.71,28.96,0.379,0.557,0.621,0.326,0.695,0.397,0.624,0.081,1.187,0.835,2.917,0.72,1.208,1.047,0.362,1.397,0.17,0.508,0.703,1.014,0.212,0.199,1.465,0.666,0.971
1588.11,367.07,Tingible-body macrophage,core,81.17,12.26,0.107,0.157,1.128,1.477,1.466,0.887,0.007,0.284,0.293,1.495,0.737,0.72,0.711,4.32,0.627,0.573,0.185,0.557,1.226,1.222,0.314,0.699,1.096,1.122,0.054
1575.79,404.03,Tfh cell,core,49.53,36.63,0.56,0.973,0.78,0.503,0.065,0.138,1.26,0.425,0.601,0.435,4.571,0.105,1.339,0.235,0.334,1.066,0.231,0.27,0.595,0.668,0.274,0.297,0.101,1.103,1.064
1589.92,422.32,Tingible-body macrophage,core,100.84,13.26,1.196,0.883,0.071,0.128,1.34,0.485,1.406,1.272,1.226,1.223,0.979,0.824,0.571,2.068,0.982,0.913,0.298,0.934,1.473,1.215,1.081,0.491,1.096,0.163,0.262
1526.55,439.39,B cell,core,85.62,21.76,2.314,0.77,1.092,0.514,0.023,0.031,0.689,0.605,1.004,0.738,1.048,0.531,0.017,0.502,0.405,0.335,1.469,0.118,0.356,0.813,0.644,0.575,0.153,0.997,1.216
1529.78,412.04,Tingible-body macrophage,core,33.79,44.73,0.499,0.529,0.898,0.428,1.229,1.242,0.293,1.133,0.844,0.341,0.911,0.489,1.197,3.036,0.574,0.708,0.979,0.678,0.928,0.106,0.562,0.371,0.228,1.23,0.671
1552.83,412.81,Tingible-body macrophage,core,79.63,37.49,1.327,0.272,1.257,0.523,1.335,0.633,1.079,1.36,0.709,0.602,1.02,1.377,1.263,4.711,0.279,1.21,0.882,1.061,0.62,0.599,0.982,0.815,1.045,0.175,1.329
1564.62,408.12,GC B cell,core,117.06,27.19,1.061,0.38,0.481,0.096,3.251,0.534,0.005,0.796,0.155,1.176,0.255,1.22,0.673,0.834,0.275,0.872,1.249,0.941,0.547,0.351,0.28,0.588,1.357,0.041,0.02
1579.16,405.67,B cell,core,39.44,17.33,3.892,0.612,0.987,0.836,0.137,1.165,1.101,1.389,0.964,0.21,0.368,0.6,0.706,1.221,0.06,0.912,0.539,0.216,1.239,0.427,0.674,0.224,0.805,1.004,0.017
1587.98,336.27,B cell,core,76.44,41.69,4.366,1.385,0.621,0.416,0.456,1.274,0.018,1.461,0.894,0.935,0.0,0.989,1.319,0.551,0.474,1.211,0.956,1.218,0.646,0.808,0.27,0.357,1.449,1.419,1.381
1571.44,430.72,GC B cell,core,83.99,20.18,1.297,1.403,0.415,1.133,4.98,1.003,0.545,0.043,0.864,1.201,1.328,0.609,0.642,1.361,1.148,0.228,0.751,1.096,1.282,0.285,1.229,1.041,1.228,1.224,1.481
1638.73,406.43,Tfh cell,core,114.7,35.19,0.14,1.257,0.46,0.103,0.846,0.79,1.49,1.256,1.003,0.942,2.289,0.521,0.839,1.241,0.067,1.359,0.148,1.09,0.583,0.254,0.537,1.078,1.462,0.896,1.048
1578.51,415.74,CD4 T cell,core,45.07,37.03,0.338,0.039,0.492,0.797,0.34,0.2,1.332,4.873,1.414,0.837,0.513,1.36,0.7,1.1,0.424,0.681,0.52,1.401,0.108,0.893,0.573,0.812,0.23,1.303,0.201
1574.75,404.57,CD4 T cell,core,30.52,30.38,1.09,1.085,1.25,0.481,0.192,0.182,0.268,3.876,0.598,0.229,0.791,0.323,1.486,0.373,0.968,0.392,0.506,0.362,0.08,1.045,0.845,0.898,0.759,0.963,0.338
1589.08,426.54,GC B cell,core,40.59,31.89,0.789,0.303,0.136,0.983,2.11,1.011,0.576,0.452,1.093,0.461,0.073,0.899,1.452,0.72,0.37,0.434,0.308,0.88,0.12,1.251,0.427,0.118,0.303,0.257,0.413
1540.25,454.05,GC B cell,core,107.87,19.45,0.39,0.112,0.015,0.016,4.88,1.387,0.294,0.267,0.545,0.025,0.52,0.775,1.441,1.264,0.9,1.153,1.417,0.439,0.351,0.021,0.419,1.33,1.107,0.882,0.477
1600.0,417.7,Mantle B cell,core,106.71,21.63,4.269,1.117,1.025,1.169,1.369,1.281,0.84,0.859,1.355,1.41,0.961,0.361,1.06,0.7,1.312,1.186,0.936,0.678,1.135,0.555,1.36,0.574,0.558,1.456,0.162
1526.81,450.97,B cell,core,117.38,22.14,3.22,0.079,0.117,1.07,0.927,0.191,0.742,0.553,0.728,0.894,0.928,1.04,0.721,0.825,0.72,0.216,1.468,0.697,1.368,0.974,1.216,0.564,0.776,0.323,0.249
1621.63,405.25,Tingible-body macrophage,core,39.81,15.77,1.441,0.34,1.478,0.666,0.263,0.221,0.918,0.966,0.881,0.918,1.288,1.281,1.443,4.32,1.224,0.567,0.059,0.577,0.947,0.478,1.104,0.996,1.207,0.858,0.867
1548.64,402.16,Tingible-body macrophage,core,47.4,14.7,1.297,0.885,0.878,1.407,0.572,0.909,0.533,1.358,0.685,1.49,0.461,0.204,0.775,4.693,0.909,1.491,0.763,0.527,0.684,0.31,1.062,1.481,1.432,1.395,0.741
1577.96,380.83,Mantle B cell,core,103.75,23.61,2.503,0.645,1.486,1.456,0.519,0.568,0.131,0.074,0.159,0.51,0.834,0.105,0.956,0.449,1.468,0.827,0.035,1.189,1.001,0.532,0.672,0.855,0.366,0.429,0.222
1541.05,371.76,B cell,core,34.45,19.93,4.979,0.382,1.156,0.519,0.707,1.303,0.898,1.309,0.41,0.682,0.643,1.48,1.25,0.762,0.197,1.178,0.729,0.619,0.512,1.163,1.388,0.784,1.141,0.972,0.304
1552.77,422.95,GC B cell,core,64.58,39.79,1.414,1.446,0.812,0.562,3.95,0.28,0.435,1.414,0.438,0.293,0.38,0.968,1.418,1.25,0.67,0.15,1.162,0.487,0.929,0.316,0.798,1.04,0.351,0.139,0.436
1558.47,400.64,Mantle B cell,core,89.8,20.29,2.678,0.344,0.143,0.955,0.141,1.005,0.987,0.95,0.225,1.242,1.202,0.729,0.047,1.354,1.223,1.373,0.286,1.355,0.928,0.893,1.345,1.08,0.635,0.124,0.483
1554.48,437.14,Mantle B cell,core,81.69,35.2,2.443,0.683,0.386,0.808,0.928,0.214,1.181,0.198,1.013,0.482,0.972,0.786,1.295,1.04,0.966,0.887,0.647,1.023,1.367,0.81,1.131,0.53,0.687,1.396,0.92
1580.77,374.72,Mantle B cell,core,94.67,23.31,3.549,1.103,0.272,1.474,1.207,1.268,1.384,0.049,1.274,0.623,0.82,0.041,1.146,0.842,0.698,0.175,0.376,0.359,1.083,0.496,0.439,0.025,1.059,1.414,1.313
1527.28,405.68,Tingible-body macrophage,core,37.9,29.63,0.309,1.322,0.623,1.28,0.033,0.032,0.413,1.095,1.089,1.413,1.133,0.206,0.742,4.765,0.15,0.297,1.44,0.443,1.333,1.02,0.827,1.357,0.25,0.25,1.093
