X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
419.28,1000.01,CD4 T cell,core,33.48,24.84,0.033,0.049,1.284,1.472,0.427,0.711,0.05,2.599,0.135,1.333,0.251,0.099,0.761,0.287,1.397,1.193,1.108,0.431,0.925,0.913,0.07,1.09,1.466,0.454,1.297
384.74,954.77,Tingible-body macrophage,core,35.38,14.03,0.098,0.613,0.122,0.299,1.249,1.176,1.29,0.658,0.821,1.43,1.188,0.197,1.17,4.257,0.913,0.042,0.596,0.602,0.824,0.617,0.235,1.305,0.615,0.13,1.107
442.45,965.49,Mantle B cell,core,77.66,24.29,2.328,1.475,0.457,0.23,1.374,0.276,0.916,0.125,1.194,0.149,0.106,0.266,1.314,0.763,0.903,0.303,1.377,1.387,0.546,1.116,1.418,0.827,0.726,0.954,0.043
404.32,994.99,GC B cell,core,109.99,36.89,0.631,1.32,0.198,1.356,3.76,0.381,0.876,1.137,0.832,0.241,0.544,0.817,1.029,0.708,0.922,1.097,1.156,1.14,0.694,1.301,0.245,0.857,0.264,0.192,0.805
411.19,934.4,FDC,core,115.62,23.46,0.637,4.485,1.278,0.365,0.19,0.475,0.599,1.484,1.211,1.216,1.456,1.339,0.273,0.365,1.186,1.386,0.564,1.494,0.265,0.059,1.399,0.501,0.13,1.361,0.425
383.45,996.87,Tingible-body macrophage,core,57.24,34.92,1.398,1.467,0.047,1.239,0.435,0.655,0.299,1.233,0.889,0.962,1.057,0.563,1.295,2.189,0.755,0.709,0.72,0.838,1.006,0.425,0.817,0.499,1.483,1.299,0.015
465.44,962.29,Mantle B cell,core,86.0,21.01,4.362,0.302,1.475,0.696,0.897,0.716,0.816,0.145,1.243,0.621,0.824,0.483,0.309,0.378,0.667,0.224,1.061,0.398,1.393,1.303,1.417,0.911,0.87,0.532,0.049
362.76,936.38,Tingible-body macrophage,core,34.48,39.79,0.145,0.644,0.352,1.405,1.287,0.189,0.518,1.092,0.744,1.415,1.393,0.016,1.421,3.521,0.276,1.111,1.013,0.222,1.443,0.716,0.92,0.235,1.292,1.267,0.506
434.5,1006.85,Mantle B cell,core,63.01,10.95,4.695,0.729,1.387,0.234,0.321,0.667,0.976,0.05,0.616,0.379,0.359,0.37,0.968,1.054,0.291,0.324,1.175,1.447,0.775,1.427,0.931,0.42,1.443,0.288,1.302
433.49,944.04,Tfh cell,core,75.21,36.59,0.889,1.41,1.13,0.919,1.231,0.905,0.622,1.331,0.733,0.972,4.356,1.063,1.373,0.569,1.232,1.448,0.915,0.601,0.544,0.094,0.556,0.504,0.496,0.599,0.379
451.5,998.23,B cell,core,118.51,29.58,4.836,0.444,1.027,1.21,1.001,0.824,0.376,0.195,0.417,0.314,0.817,1.077,1.001,0.374,0.807,1.358,0.845,0.296,1.22,0.451,1.378,1.119,0.267,0.141,0.453
427.14,988.36,Mantle B cell,core,45.59,11.07,2.849,0.124,0.802,1.482,0.133,0.395,1.23,1.087,1.397,0.206,0.775,0.83,0.877,0.226,1.0,1.42,0.488,1.415,0.791,1.171,1.092,1.236,1.315,0.768,0.355
448.88,956.18,CD4 T cell,core,54.47,27.7,0.422,0.544,0.304,1.426,1.401,0.569,1.387,4.845,1.061,0.387,1.368,0.148,0.572,1.116,0.272,1.001,1.058,1.301,1.462,0.228,0.283,0.504,0.801,1.232,1.311
442.81,962.31,CD4 T cell,core,36.04,18.89,1.228,0.319,0.985,0.5,0.761,1.459,0.487,3.857,0.989,0.007,0.223,0.752,1.025,1.311,0.586,0.654,1.399,0.163,0.854,1.166,0.45,1.316,0.997,0.359,1.057
417.67,970.33,Tingible-body macrophage,core,118.73,37.29,1.155,0.629,0.254,0.953,0.154,0.336,1.12,0.595,0.12,0.283,0.694,0.707,1.089,3.734,0.577,1.456,0.564,0.399,0.107,0.781,0.938,1.103,1.019,1.132,1.396
424.06,984.65,B cell,core,54.44,33.89,4.555,1.326,1.207,0.931,0.364,0.952,1.279,1.019,0.377,1.47,0.774,1.262,1.132,1.319,0.435,0.058,1.286,0.981,0.476,0.463,0.746,1.393,0.272,1.404,0.572
368.14,929.98,Tfh cell,core,108.2,44.56,1.477,1.004,1.172,0.499,0.321,1.01,0.254,0.359,0.915,0.151,4.954,1.012,0.743,0.207,0.878,1.145,0.727,0.199,0.295,1.167,0.243,1.467,1.374,0.378,0.416
402.33,932.57,Tingible-body macrophage,core,77.23,42.67,0.234,1.031,1.146,1.102,0.499,1.092,1.072,0.61,0.149,1.482,0.975,0.937,0.104,2.803,0.818,0.602,1.016,1.369,1.382,0.175,0.174,0.545,1.081,0.205,0.315
389.4,937.44,B cell,core,70.73,13.62,4.855,0.939,1.147,0.685,0.939,1.185,0.531,0.568,0.159,0.33,0.907,1.292,0.647,0.824,0.998,0.693,1.133,0.228,0.233,1.451,0.988,0.027,0.784,1.291,1.308
455.76,926.25,GC B cell,core,63.98,37.0,0.405,0.466,0.498,1.291,2.945,0.059,1.132,0.761,1.221,0.992,1.461,0.744,0.754,1.431,0.278,0.575,1.466,1.48,1.213,1.044,1.242,1.329,0.953,0.728,0.795
460.63,979.3,GC B cell,core,56.99,43.9,0.426,0.87,0.282,1.219,2.454,0.284,0.724,0.755,0.89,0.052,1.176,1.046,0.923,0.526,0.936,0.869,0.42,0.612,1.418,0.459,0.736,0.524,1.005,0.595,1.382
385.29,926.28,Mantle B cell,core,100.64,40.27,4.736,0.071,1.157,1.463,0.717,1.069,0.511,1.13,0.404,0.565,1.165,0.756,0.776,0.047,0.461,0.393,0.64,0.266,1.386,1.227,1.198,0.61,0.968,0.514,0.425
382.17,933.11,FDC,core,105.3,23.46,1.478,4.281,0.407,0.312,1.381,0.309,0.094,0.855,0.142,0.693,0.472,0.503,1.137,0.5,1.37,1.225,1.267,0.407,0.511,0.407,0.613,0.436,0.598,0.935,0.895
429.67,949.48,B cell,core,50.92,19.08,4.464,0.421,0.383,0.171,1.32,0.371,1.352,1.367,1.484,0.533,0.042,1.169,1.185,1.368,0.791,1.277,0.488,0.086,0.346,1.307,1.126,0.229,0.515,0.709,1.382
448.8,939.57,Mantle B cell,core,47.91,29.73,2.352,0.586,1.356,0.274,0.048,1.406,0.174,0.021,1.226,0.713,1.391,0.708,0.951,0.677,0.796,0.386,0.137,0.73,0.706,0.953,0.156,0.412,0.161,0.02,0.392
392.48,960.14,Mantle B cell,core,103.12,20.01,3.565,1.477,0.517,0.917,0.213,0.973,0.296,0.785,1.416,1.143,0.428,1.304,0.44,1.034,0.368,1.307,0.205,0.319,0.967,0.065,1.115,0.495,1.269,0.426,0.962
464.16,975.2,GC B cell,core,73.03,29.16,0.412,1.275,0.511,0.484,3.017,1.177,0.242,1.023,0.722,0.818,1.275,0.018,1.02,0.891,0.383,0.02,1.35,0.894,1.496,0.872,0.599,0.945,1.437,0.299,1.474
420.13,974.93,Mantle B cell,core,98.39,32.05,2.242,0.045,1.113,1.32,0.418,0.024,0.914,0.703,0.171,1.334,0.915,1.204,0.165,0.633,0.953,0.628,1.235,1.408,1.168,0.55,0.595,0.813,0.203,0.921,1.12
407.82,954.7,B cell,core,86.0,19.31,3.285,0.324,0.653,1.322,1.061,0.59,1.371,0.176,0.199,1.214,0.55,1.15,0.071,0.117,0.721,0.617,1.012,0.821,1.356,0.009,0.64,0.984,0.09,1.341,1.066
398.89,965.12,Tfh cell,core,75.09,34.73,0.301,1.154,0.49,1.032,1.347,0.23,1.08,0.662,0.96,1.377,2.013,1.241,0.248,1.233,1.457,1.412,1.199,1.255,0.847,1.408,1.117,0.145,0.549,0.17,1.382
360.94,991.61,GC B cell,core,62.67,13.3,0.514,0.572,0.354,1.29,4.479,1.104,0.899,0.633,0.016,1.141,1.434,0.313,0.97,0.948,0.072,0.824,1.003,1.23,0.8,0.006,0.788,1.418,0.801,0.975,0.018
422.54,949.75,CD4 T cell,core,75.66,35.17,0.492,0.301,1.452,0.026,0.683,0.95,1.416,2.336,0.69,0.383,0.441,0.411,0.724,0.109,1.231,1.355,0.582,0.988,1.451,1.189,0.733,0.118,0.601,0.382,0.113
424.8,967.54,CD4 T cell,core,66.68,27.03,0.117,1.054,1.027,0.296,1.072,0.707,1.312,2.095,1.269,1.089,1.495,0.923,1.016,0.091,0.761,1.105,1.258,0.198,1.444,0.44,0.263,0.029,0.46,1.252,0.766
413.54,924.65,GC B cell,core,36.63,17.85,1.038,0.863,0.113,1.04,4.492,1.288,0.931,1.189,0.52,1.035,0.029,1.069,0.006,0.856,0.809,0.144,0.628,0.339,1.168,0.61,0.772,0.16,0.975,0.39,1.289
451.96,997.88,Mantle B cell,core,105.59,27.92,4.032,0.034,0.893,1.118,0.031,0.322,0.316,0.213,0.154,0.931,0.21,1.039,0.675,0.21,0.728,1.346,1.346,1.475,0.865,0.21,0.242,1.179,0.852,1.379,1.325
436.19,949.51,FDC,core,37.18,22.93,1.482,3.68,0.868,0.239,0.213,1.334,0.01,0.942,0.997,0.522,0.333,0.891,1.454,0.765,0.948,0.639,0.354,0.94,1.098,0.809,1.306,1.484,0.202,0.408,1.056
374.61,1010.87,Tfh cell,core,90.98,36.9,0.176,1.331,1.409,0.509,0.822,0.865,1.415,0.4,0.801,0.679,4.888,1.436,0.276,0.91,0.848,0.21,0.728,0.236,0.398,0.667,0.149,0.411,0.529,0.046,1.358
422.93,990.69,B cell,core,79.86,23.95,3.492,0.116,1.207,1.319,0.239,0.144,0.186,1.401,0.402,0.629,1.324,0.012,0.884,0.779,0.255,0.929,1.286,0.226,0.227,0.858,1.09,1.213,1.454,1.278,0.771
412.55,956.75,GC B cell,core,94.12,10.84,1.119,0.205,0.409,0.736,4.373,1.431,1.227,0.814,1.012,0.249,0.949,1.317,0.943,0.737,0.532,0.648,0.598,0.852,1.405,0.59,0.796,1.116,0.312,0.913,0.83
409.24,964.97,B cell,core,49.95,38.62,2.366,0.901,1.254,1.347,0.492,1.274,0.776,1.395,0.085,0.21,0.999,0.244,0.998,0.199,1.293,0.804,0.045,0.455,0.737,1.074,0.431,1.055,0.998,1.322,0.593
374.86,965.96,Tfh cell,core,78.75,10.56,0.483,1.241,0.079,1.491,1.126,0.336,1.045,0.357,0.422,0.88,3.257,1.201,0.995,0.003,0.256,0.023,1.081,0.96,1.431,0.818,0.932,1.039,0.324,0.638,1.028
391.31,980.51,Tingible-body macrophage,core,75.5,24.84,1.148,1.27,1.058,0.708,1.012,0.744,0.665,0.533,1.298,0.379,0.118,0.042,0.418,4.014,1.12,0.235,0.404,1.048,1.302,1.14,0.956,1.075,0.483,1.446,0.635
423.6,1021.52,Tingible-body macrophage,core,98.44,35.7,0.974,1.192,0.839,0.507,0.819,0.934,0.536,0.06,1.301,0.483,1.404,1.309,1.381,4.084,0.875,1.15,0.189,0.945,1.296,1.207,1.495,1.274,0.235,0.841,0.633
442.98,963.42,B cell,core,41.46,38.28,3.283,0.996,0.173,1.091,1.205,0.435,0.946,0.879,0.126,0.546,1.112,0.224,0.703,0.983,0.979,0.354,0.62,1.065,0.912,1.16,0.947,1.129,0.491,1.023,1.143
388.33,936.36,Tingible-body macrophage,core,51.85,39.6,0.367,0.981,0.319,1.305,0.153,1.332,0.009,1.302,0.301,0.149,0.288,1.151,1.133,4.019,0.595,0.351,1.109,0.929,1.385,1.039,0.873,1.424,0.336,0.14,0.539
407.69,971.53,CD4 T cell,core,78.74,17.62,0.327,0.245,1.082,1.148,0.79,0.547,1.47,3.752,0.951,0.309,0.625,0.561,0.533,0.387,1.097,0.865,1.316,1.123,0.685,0.856,1.234,0.188,0.006,0.767,0.696
459.83,934.67,CD4 T cell,core,64.69,21.01,0.37,0.573,1.389,0.871,0.875,1.311,0.287,4.548,0.994,0.612,0.374,0.261,0.324,1.377,0.599,0.193,0.452,0.25,1.398,0.388,0.545,0.594,0.01,0.898,0.48
417.44,990.94,Mantle B cell,core,75.9,30.27,4.735,0.726,1.216,0.34,1.32,0.875,0.492,1.094,0.835,0.645,0.834,1.496,0.476,0.351,0.929,0.93,0.337,0.519,0.603,0.433,0.002,0.048,0.45,1.384,0.854
372.71,989.5,CD4 T cell,core,41.77,33.44,0.971,0.103,0.534,0.798,0.75,0.072,0.467,4.063,0.642,1.189,0.396,1.03,0.069,1.158,0.835,1.478,0.873,0.824,0.229,1.34,0.257,0.622,1.428,0.163,1.281
363.92,927.51,Tingible-body macrophage,core,83.16,16.07,0.216,1.481,0.214,1.204,0.641,1.34,0.677,0.069,1.361,0.496,1.064,1.326,0.525,2.016,0.52,1.254,1.48,0.33,1.224,1.427,0.571,0.176,0.88,1.047,0.448
376.54,994.84,CD4 T cell,core,75.02,39.87,0.204,0.78,0.308,0.978,0.658,0.962,0.392,2.561,0.183,0.895,0.056,1.033,1.277,0.882,0.718,1.387,1.119,1.361,0.968,1.326,1.456,0.555,1.427,1.34,0.411
