X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
406.98,438.21,FDC,core,87.82,25.95,0.158,2.861,0.388,0.819,0.562,1.178,1.174,0.996,0.508,1.409,1.066,1.376,0.613,0.442,1.313,1.061,0.257,0.614,1.181,1.382,0.32,1.414,0.201,0.245,0.83
455.71,500.09,Mantle B cell,core,104.21,29.98,3.296,0.036,0.518,1.335,0.365,0.103,0.23,0.373,1.232,0.679,1.19,0.054,0.437,0.093,0.309,0.311,1.332,0.127,0.433,0.124,0.581,1.317,1.151,0.483,0.591
441.11,459.33,Mantle B cell,core,111.27,38.44,2.107,1.462,1.495,0.817,0.289,0.903,0.11,1.183,0.073,0.249,1.087,1.35,1.271,0.668,0.31,1.094,0.369,1.448,0.668,0.469,1.483,0.748,0.172,0.645,1.049
438.0,408.1,Tfh cell,core,98.28,38.2,1.113,0.838,0.527,0.523,0.509,0.816,0.781,0.749,0.276,0.135,3.174,0.757,0.366,1.118,1.099,1.332,1.124,0.147,1.031,0.682,0.498,0.994,1.031,0.124,1.246
402.25,414.65,B cell,core,109.09,10.85,2.378,0.344,0.441,0.864,0.383,0.47,0.159,0.38,1.435,1.423,0.676,0.715,0.417,0.918,0.923,0.415,1.106,0.935,0.71,0.355,0.84,1.123,0.796,0.831,1.125
474.55,382.14,Mantle B cell,core,51.02,14.22,4.635,1.471,0.427,0.181,1.37,1.279,0.153,0.663,0.145,1.276,1.187,0.366,0.317,0.0,1.054,1.146,0.594,0.245,0.962,0.91,0.243,0.285,0.826,0.905,0.825
431.47,446.42,Tfh cell,core,97.66,28.96,0.91,1.427,0.769,0.43,1.098,0.307,0.713,0.167,0.734,1.152,4.467,0.422,0.488,1.49,0.715,0.259,1.197,0.245,0.034,1.019,0.754,0.642,0.294,1.446,0.647
442.86,403.46,Tfh cell,core,48.91,28.27,0.016,0.378,1.41,0.856,1.119,1.422,0.369,0.05,0.93,0.899,4.725,0.862,0.271,1.228,0.578,0.213,0.489,0.345,1.129,1.097,0.592,0.662,0.293,0.626,0.196
454.48,422.7,B cell,core,68.89,39.14,2.512,0.188,0.726,0.69,0.96,1.291,0.335,0.981,1.478,1.283,0.85,0.624,1.016,0.729,1.118,0.281,1.336,0.652,0.165,0.619,0.318,1.351,0.289,0.847,0.368
393.03,399.48,Tingible-body macrophage,core,45.72,32.95,1.471,0.104,1.014,0.149,0.497,0.851,1.144,1.06,0.015,0.751,1.027,0.607,0.499,2.367,0.945,1.426,0.468,0.065,1.335,0.653,0.109,0.607,0.423,1.209,1.132
475.3,476.4,B cell,core,64.19,35.34,4.235,0.166,0.802,1.242,1.219,1.398,0.562,0.43,1.444,0.87,1.299,0.586,0.449,0.157,0.779,0.361,1.354,1.447,1.086,1.223,0.868,0.265,0.274,0.909,1.149
448.09,403.83,B cell,core,72.9,24.94,2.323,0.292,1.296,0.173,1.338,0.061,0.006,1.475,0.375,0.926,0.382,0.712,0.219,0.796,0.704,0.488,1.108,0.942,0.217,0.394,1.379,0.07,0.835,1.213,1.279
416.91,466.48,CD4 T cell,core,104.83,23.11,0.221,0.348,1.411,1.133,0.73,1.223,0.049,3.774,0.942,0.669,1.223,0.775,1.376,1.486,1.481,1.365,0.195,0.471,0.055,0.271,0.618,0.391,0.811,0.033,1.487
413.23,407.06,Mantle B cell,core,92.77,42.52,2.195,0.4,0.602,0.047,1.182,1.104,0.876,0.656,0.602,0.952,1.404,0.189,1.342,1.423,1.421,0.38,0.528,1.322,0.281,1.079,1.006,0.528,0.947,0.478,1.272
422.76,432.45,FDC,core,82.03,37.37,0.675,4.348,1.073,1.386,0.228,0.587,1.128,1.439,1.083,1.381,0.942,0.029,0.189,0.15,0.847,1.02,0.062,1.243,1.047,0.872,1.054,0.0,0.005,0.17,1.481
438.49,436.96,FDC,core,42.06,41.12,0.015,2.988,0.748,0.917,0.43,1.214,0.379,0.428,0.724,0.489,0.158,0.679,1.002,1.15,1.379,1.428,1.438,1.027,0.454,0.627,0.783,1.023,0.747,0.137,1.01
432.05,444.19,FDC,core,42.38,12.74,0.996,4.952,0.754,0.744,1.086,0.441,1.267,0.632,0.463,1.473,0.606,0.991,0.961,0.105,0.812,0.386,0.536,1.107,0.521,0.322,1.176,0.367,1.289,0.482,0.667
386.41,484.75,FDC,core,52.08,23.36,1.378,2.154,0.823,0.494,1.031,0.684,0.2,0.318,0.85,1.41,0.926,0.926,0.503,0.263,1.194,0.887,1.153,0.462,1.065,0.542,0.314,0.723,1.082,0.076,1.344
429.29,434.72,FDC,core,91.9,26.55,0.84,3.571,0.996,1.013,0.101,0.557,1.193,0.84,0.32,0.072,0.379,0.722,1.236,0.546,1.393,0.925,1.427,0.264,0.895,0.916,0.903,1.111,1.065,0.153,0.647
352.91,423.29,Tingible-body macrophage,core,99.35,38.18,0.484,0.685,0.87,0.634,0.879,1.06,0.934,0.588,0.981,1.063,0.322,0.822,0.501,4.964,0.692,1.235,0.096,1.426,0.587,1.082,1.348,0.614,1.439,1.175,0.783
421.52,479.51,Tingible-body macrophage,core,71.43,16.25,0.755,0.234,1.283,0.608,0.521,0.599,1.134,0.656,0.609,0.219,0.166,1.453,0.45,4.734,0.276,0.188,0.001,1.407,0.989,0.028,0.017,0.318,0.578,1.451,0.393
443.41,388.09,Tfh cell,core,38.09,44.18,0.868,1.28,0.189,1.484,0.953,0.787,0.804,0.026,1.474,0.479,3.756,1.085,0.598,0.845,0.777,0.404,0.596,0.462,1.089,0.783,0.863,0.169,1.307,0.899,0.826
442.21,381.45,Tfh cell,core,78.67,29.44,0.827,1.213,1.305,0.96,1.109,1.009,1.358,0.395,0.986,0.732,3.777,1.162,0.069,0.803,1.013,0.738,0.131,0.98,1.499,1.253,0.143,0.858,0.334,0.369,0.666
506.85,436.6,GC B cell,core,112.15,22.06,0.88,0.735,1.276,0.107,3.614,1.074,0.412,0.366,0.755,0.006,1.199,0.046,0.403,1.343,0.265,0.443,1.194,0.973,1.218,1.222,0.124,0.178,1.122,0.485,0.663
425.94,473.27,Tingible-body macrophage,core,111.31,15.82,0.979,0.791,0.637,1.327,1.367,0.898,0.275,1.281,0.914,0.03,1.426,1.355,1.349,3.805,0.472,0.133,1.454,0.639,0.556,1.265,0.899,0.85,0.573,0.02,0.176
379.48,458.95,Tfh cell,core,110.44,39.89,1.241,1.262,0.602,0.099,0.075,0.209,0.544,1.121,0.847,0.612,2.329,0.337,1.496,0.404,0.932,1.116,1.237,1.312,0.333,0.215,0.872,1.371,0.525,0.102,0.38
469.9,403.63,Tfh cell,core,66.89,17.47,1.077,0.226,1.49,1.046,0.502,0.121,0.189,1.188,0.007,0.211,4.777,0.9,0.08,0.932,0.902,0.426,0.899,1.267,0.768,0.874,0.496,1.465,0.494,1.407,0.378
446.48,446.96,B cell,core,40.52,17.96,4.406,0.466,0.612,1.069,1.438,1.468,1.054,1.464,0.971,0.095,1.483,1.434,1.014,0.629,0.552,0.884,0.41,1.129,1.236,0.274,1.021,0.024,0.286,0.714,1.479
419.72,412.99,CD4 T cell,core,68.05,12.22,0.081,0.92,0.276,0.89,0.811,1.031,0.709,2.073,0.908,1.381,0.651,0.246,0.359,0.786,0.671,1.122,0.222,0.487,1.034,0.445,0.554,1.361,0.009,1.482,0.684
443.19,384.17,B cell,core,65.7,34.95,3.94,0.722,0.671,0.027,1.295,0.274,0.917,0.932,0.289,0.013,1.154,1.246,1.126,0.471,0.968,0.142,1.118,1.374,0.449,1.124,0.056,0.839,0.926,1.152,0.6
398.2,417.28,Tfh cell,core,57.65,25.78,0.322,0.564,1.003,0.626,0.171,1.386,0.55,0.407,1.494,0.874,4.114,0.962,1.464,0.396,1.394,0.599,0.48,0.742,1.34,1.292,1.452,1.351,0.596,0.66,0.379
393.37,480.39,FDC,core,38.68,42.74,0.11,2.251,0.867,1.143,0.078,0.617,0.921,0.501,1.108,1.313,0.306,1.171,0.252,0.584,0.883,0.554,0.309,0.281,0.18,0.57,0.052,0.814,0.156,0.815,0.119
439.89,435.51,B cell,core,74.53,23.64,3.422,0.334,1.308,1.304,1.488,0.1,0.878,0.667,1.281,0.838,0.354,0.687,0.139,1.049,0.831,1.37,0.603,0.698,1.056,0.975,0.292,0.065,0.83,0.529,0.979
448.23,392.26,FDC,core,101.85,34.94,1.396,3.552,0.172,1.356,0.42,0.304,1.033,0.243,0.082,0.128,1.164,0.162,0.568,1.466,1.26,0.029,0.554,1.183,0.426,0.629,0.852,1.398,0.367,0.371,0.75
452.73,432.77,Tfh cell,core,41.99,10.44,0.241,0.544,0.056,1.131,0.768,0.62,0.955,0.843,0.951,0.664,2.131,0.602,0.901,0.715,0.307,1.331,1.484,1.445,1.129,1.43,0.469,1.212,0.054,1.327,0.414
430.88,431.14,Tfh cell,core,82.13,38.12,0.797,0.576,0.729,0.427,1.281,1.061,0.377,1.108,0.494,0.228,2.99,0.242,0.592,1.227,0.368,0.215,0.771,1.295,0.239,0.546,0.479,0.703,0.714,0.716,1.246
419.4,411.51,CD4 T cell,core,109.52,17.6,0.012,0.459,0.776,1.366,0.477,1.236,0.777,4.753,0.608,1.157,1.44,0.837,0.658,1.125,0.332,0.687,0.318,0.463,0.418,1.109,0.324,1.498,0.442,1.236,0.056
396.29,403.31,Tfh cell,core,59.91,23.79,0.951,1.063,0.835,0.765,0.494,0.65,1.087,0.434,0.94,0.641,2.262,1.263,0.836,0.099,1.359,0.026,0.77,1.254,0.268,0.253,1.325,1.313,1.356,0.153,0.725
410.25,409.01,Tfh cell,core,80.28,13.46,1.155,0.947,1.445,0.652,1.374,0.721,0.839,1.47,1.177,0.808,2.656,0.637,0.715,0.749,0.273,1.211,0.57,0.183,0.622,0.361,1.397,1.119,0.822,0.186,0.781
