X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
1004.01,439.42,Mantle B cell,core,111.73,33.33,4.084,0.395,0.378,0.742,0.906,0.655,1.071,1.425,0.253,0.356,0.914,0.615,0.473,0.757,1.045,1.363,1.411,1.229,0.52,1.326,1.065,0.262,1.43,0.371,1.023
1005.97,439.15,Tingible-body macrophage,core,73.26,16.41,0.293,0.863,0.636,0.124,0.303,0.869,0.604,1.145,0.7,1.317,1.138,0.742,0.537,2.468,0.438,0.533,0.542,0.269,0.71,0.168,1.303,0.826,0.143,0.492,0.383
1021.01,464.21,GC B cell,core,79.01,43.69,0.644,1.008,0.705,0.756,3.104,0.639,0.721,0.514,1.239,0.369,0.331,0.516,1.178,1.271,0.848,0.541,0.973,1.24,0.364,1.001,1.065,0.585,0.217,0.911,0.315
1005.33,441.96,FDC,core,84.44,12.28,1.415,2.097,0.963,0.041,0.827,0.179,0.989,0.541,0.982,0.387,0.112,0.273,0.411,0.247,0.298,0.816,0.656,1.238,0.746,0.809,1.065,1.28,0.877,0.055,0.689
997.11,437.82,FDC,core,109.95,11.91,1.283,3.432,0.989,1.056,0.413,0.889,0.495,0.388,0.389,0.024,1.009,0.108,0.296,0.13,1.206,0.794,0.701,0.875,1.212,0.936,0.77,0.47,0.775,1.481,0.855
1034.91,452.66,CD4 T cell,core,31.32,40.94,0.076,0.036,0.015,0.865,0.207,0.842,0.996,2.303,1.305,0.379,0.831,0.531,0.515,0.605,0.006,0.643,0.398,0.536,0.244,0.502,1.049,1.476,0.296,1.3,0.922
1003.86,444.0,CD4 T cell,core,102.81,13.03,0.983,1.06,1.343,0.75,0.468,0.477,0.307,4.687,1.413,0.127,0.58,0.528,0.12,0.892,1.475,0.415,1.091,1.351,0.406,1.378,1.123,0.968,0.291,0.416,0.152
994.35,437.64,FDC,core,51.07,28.9,0.86,4.445,1.091,0.151,0.559,0.864,1.368,0.556,0.282,0.425,0.372,0.232,0.516,0.374,0.766,1.341,1.431,0.239,0.854,1.011,0.229,0.798,0.3,0.546,0.486
991.13,432.11,Tingible-body macrophage,core,79.6,17.05,1.394,0.498,0.489,1.039,0.732,1.087,0.229,0.222,1.104,0.583,1.286,0.35,0.36,4.629,0.543,0.165,0.33,1.154,0.398,0.834,1.252,0.916,1.129,1.465,0.449
1012.99,449.9,CD4 T cell,core,74.81,20.19,1.158,0.836,0.066,1.317,0.894,0.664,0.211,2.481,1.376,0.877,0.689,0.912,0.826,0.935,0.298,0.223,0.019,1.248,0.005,0.384,0.878,0.75,1.352,0.32,0.171
974.77,447.66,GC B cell,core,96.14,13.81,0.482,0.998,0.029,0.819,3.759,1.401,0.858,1.475,0.353,0.446,0.672,0.763,1.229,0.671,0.072,1.05,0.334,1.323,0.318,0.444,0.206,0.454,0.901,0.401,0.073
1000.77,440.78,GC B cell,core,77.48,28.83,0.562,0.43,1.313,0.02,2.526,1.1,0.626,0.751,0.371,0.379,0.079,1.359,0.043,0.206,1.086,0.686,0.768,0.442,0.242,1.199,0.186,0.444,1.128,0.447,1.427
969.87,439.32,GC B cell,core,31.43,21.22,0.069,0.819,1.185,0.076,4.756,0.661,0.607,0.807,0.937,1.055,1.347,0.985,1.498,0.997,0.404,0.221,0.106,0.402,0.179,1.025,1.034,0.918,0.574,0.696,0.389
996.38,435.97,CD4 T cell,core,48.09,34.13,0.721,0.556,0.094,0.422,0.884,0.422,0.068,3.265,0.456,1.27,1.038,1.082,1.335,1.215,0.494,0.854,0.388,0.302,0.309,0.167,0.359,0.337,1.009,0.377,0.07
1007.66,463.16,Tingible-body macrophage,core,69.67,20.43,0.264,0.723,1.301,0.455,0.791,0.658,0.105,0.031,1.264,0.511,1.029,0.619,1.257,2.673,0.726,0.823,1.19,0.044,0.544,0.713,0.883,0.212,0.815,1.04,1.1
991.44,449.62,Mantle B cell,core,66.77,10.14,3.082,1.422,0.05,0.117,0.309,0.43,1.287,1.262,1.402,0.585,0.024,0.939,1.349,0.161,1.242,0.003,1.098,0.74,1.362,1.312,0.07,0.747,0.363,0.659,0.099
965.15,445.6,CD4 T cell,core,119.65,18.23,0.091,1.417,0.734,0.316,1.454,0.71,0.655,2.496,1.322,0.195,0.316,0.425,0.094,1.266,0.733,0.902,1.328,0.742,0.414,0.797,0.75,0.448,0.348,0.537,1.103
1002.64,444.69,Tingible-body macrophage,core,107.2,34.73,0.558,1.023,1.344,0.372,1.214,0.462,0.61,0.192,1.339,0.56,1.051,0.04,1.046,3.932,0.677,1.011,0.256,0.791,1.254,0.245,0.701,0.276,0.215,0.735,0.685
992.53,457.45,B cell,core,96.12,44.75,2.715,1.258,1.024,0.754,0.2,1.302,0.422,0.608,1.327,0.311,1.371,0.344,0.131,0.77,1.193,0.604,1.264,0.595,1.223,0.169,0.425,0.184,1.109,0.704,0.983
1015.53,446.0,Mantle B cell,core,52.77,39.83,4.301,1.308,0.34,0.845,0.129,0.647,0.864,0.388,0.633,0.549,0.127,0.103,1.172,0.004,1.479,1.346,1.481,1.178,0.004,0.174,0.478,0.272,0.091,1.375,1.365
1009.3,426.71,CD4 T cell,core,64.52,11.58,0.191,0.203,0.613,1.248,0.115,0.645,0.532,4.92,0.229,0.983,0.484,0.97,1.233,1.237,1.268,0.439,0.414,0.184,0.383,0.179,1.176,0.071,0.288,1.185,1.153
1007.83,427.85,Tfh cell,core,88.43,12.74,0.029,0.052,0.897,1.026,0.843,0.798,0.896,0.196,0.095,0.524,2.377,0.373,0.269,0.67,0.615,0.403,1.391,1.414,0.07,0.72,0.357,0.504,0.043,0.12,0.05
1029.61,416.6,Tingible-body macrophage,core,116.24,20.73,0.404,1.037,1.428,0.174,0.84,0.698,0.465,0.432,0.13,0.971,0.297,0.634,1.392,4.075,0.474,1.399,0.875,0.856,0.334,0.962,0.569,0.816,0.597,0.122,1.317
1002.25,445.18,Mantle B cell,core,117.14,21.49,4.537,0.276,0.397,0.441,1.287,0.669,1.23,0.075,0.283,1.429,0.075,0.104,0.777,0.435,0.291,0.913,0.914,0.282,0.809,0.682,1.27,0.103,0.35,0.848,0.05
1005.07,428.77,B cell,core,117.81,15.71,2.239,0.318,0.009,0.102,0.688,0.058,1.471,0.947,0.853,0.939,0.627,1.329,1.069,0.646,0.426,0.217,0.473,0.53,0.121,1.387,0.387,0.81,0.099,0.828,0.969
1000.82,471.21,Tfh cell,core,64.32,39.17,1.315,0.357,0.471,1.038,1.29,1.326,0.432,0.796,0.616,1.014,4.077,1.259,1.07,0.262,0.471,0.504,1.395,0.684,0.924,1.396,0.595,1.419,0.438,0.019,0.154
974.34,433.32,B cell,core,96.82,38.9,3.594,0.881,1.047,0.565,0.736,1.265,1.394,0.525,0.101,1.263,0.671,1.454,1.144,0.552,1.275,0.822,1.07,1.327,0.87,1.421,0.598,0.568,0.96,0.607,1.061
967.31,423.14,B cell,core,37.59,42.3,4.66,0.029,0.023,0.952,0.499,1.309,0.588,1.116,0.369,0.944,1.351,1.293,0.55,0.723,0.803,0.517,0.726,1.447,1.32,0.472,1.026,1.423,0.543,1.273,1.196
1013.78,438.18,Tingible-body macrophage,core,40.89,35.95,0.95,0.135,0.904,1.063,1.118,1.285,0.44,0.174,1.225,0.039,0.35,0.355,1.163,2.915,1.257,1.002,1.264,1.179,1.32,0.414,0.533,0.943,0.874,1.167,1.213
998.79,428.36,Tfh cell,core,52.86,11.94,0.035,0.372,0.41,0.311,0.076,0.256,0.525,0.138,0.31,0.657,3.844,1.307,0.608,0.189,0.404,1.012,0.611,0.855,1.105,0.988,1.289,0.128,0.445,0.051,0.782
996.32,441.06,GC B cell,core,112.16,38.98,0.292,0.572,1.418,0.54,2.227,0.559,0.608,0.21,0.277,1.156,0.644,0.428,1.481,1.317,0.396,0.651,0.85,0.249,0.641,0.426,1.215,0.142,1.487,0.353,0.497
1024.24,448.85,FDC,core,118.59,14.94,0.909,2.972,1.434,0.327,1.23,0.401,0.974,0.642,0.789,0.783,0.939,0.102,0.089,1.456,0.38,0.535,0.36,0.968,1.476,0.604,0.482,0.524,0.041,0.135,0.072
994.85,436.71,B cell,core,45.95,10.15,3.184,1.256,0.191,0.203,1.226,0.366,0.298,1.415,0.291,1.247,0.46,0.848,0.467,0.509,1.398,1.362,0.262,1.087,0.209,0.449,0.106,0.972,1.09,1.119,1.162
965.8,454.25,CD4 T cell,core,60.25,36.72,0.924,1.375,1.294,1.11,0.889,0.348,1.123,3.04,1.059,0.335,1.411,0.246,1.186,1.336,0.228,1.298,0.967,0.905,0.381,0.493,0.353,0.662,0.972,1.093,1.059
1012.87,437.85,FDC,core,99.72,40.05,0.619,4.473,1.462,0.025,1.339,1.151,0.498,1.021,0.554,0.955,0.638,1.373,0.686,1.218,0.864,0.559,1.45,0.293,1.362,1.472,1.274,0.916,0.934,1.393,0.65
977.08,449.71,Mantle B cell,core,30.79,35.32,2.803,0.161,1.103,0.533,1.363,0.119,0.259,1.254,0.628,0.331,1.171,0.352,1.46,0.412,1.288,0.719,1.403,0.444,1.388,0.454,0.672,0.949,0.832,1.006,1.044
983.69,425.05,GC B cell,core,69.82,21.93,0.744,1.393,0.446,1.368,4.167,1.042,1.412,0.231,1.155,0.41,0.089,0.647,1.048,0.425,1.425,0.003,0.402,0.512,0.556,0.45,0.032,0.315,0.392,1.009,0.566
1008.75,447.74,Tingible-body macrophage,core,41.91,12.4,0.683,0.47,0.328,1.315,1.056,1.042,1.207,0.362,1.097,0.107,0.997,0.483,0.993,4.864,0.53,1.005,1.409,0.511,0.254,0.187,1.007,1.341,0.025,0.517,0.253
1008.29,396.44,CD4 T cell,core,115.2,36.52,1.161,0.172,0.612,0.78,1.348,1.13,0.09,3.632,1.168,0.815,1.0,1.451,1.468,1.255,0.858,0.461,0.24,0.251,0.961,1.159,1.288,1.371,0.432,0.502,0.294
997.05,442.09,Tfh cell,core,117.49,16.46,1.344,1.152,0.438,0.585,0.875,1.377,0.364,0.63,0.09,0.005,4.929,1.214,1.013,0.715,0.614,0.397,1.149,0.732,0.105,0.941,1.49,0.109,1.496,0.149,0.462
998.48,413.35,Tingible-body macrophage,core,38.88,29.74,0.597,1.176,0.952,0.338,0.735,1.064,0.932,0.814,1.106,0.202,0.064,0.049,0.931,3.666,1.254,1.457,0.168,0.568,0.629,0.82,1.364,0.9,0.457,0.994,0.494
