X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
371.98,424.32,B cell,core,65.98,24.19,3.865,0.088,1.369,0.655,1.474,1.067,0.385,0.304,1.226,0.863,0.142,0.404,0.186,0.889,1.337,0.552,0.04,1.407,1.246,0.051,0.421,0.574,1.477,0.049,1.493
351.44,403.08,Mantle B cell,core,81.48,26.44,4.797,1.188,0.486,1.215,0.509,1.024,0.001,0.811,0.662,1.175,0.914,0.983,0.26,1.289,1.238,0.777,0.986,0.405,0.412,0.826,0.662,0.189,1.314,1.074,0.289
368.49,417.27,Tfh cell,core,97.29,16.16,1.465,0.182,0.673,1.465,0.473,1.391,0.244,1.327,0.002,0.759,4.412,1.169,1.022,0.715,1.162,1.074,0.241,1.076,1.216,1.013,0.354,0.587,0.318,0.56,0.61
382.08,374.04,GC B cell,core,88.96,33.33,0.499,0.875,0.163,0.249,3.456,1.162,0.277,0.414,0.772,0.623,0.313,0.786,1.497,0.761,1.294,1.259,0.229,0.745,0.656,1.225,1.052,0.945,1.345,0.164,0.178
371.81,412.95,Mantle B cell,core,55.92,27.51,2.658,1.04,0.451,1.088,0.818,0.434,0.838,0.695,1.268,1.204,0.347,0.326,1.269,1.273,1.295,0.559,0.191,0.819,1.429,0.88,1.026,0.045,0.616,0.265,0.122
332.56,396.74,GC B cell,core,57.94,22.29,0.536,0.229,0.743,1.348,3.601,1.372,1.337,0.86,0.778,0.332,1.117,0.873,0.603,0.092,0.271,1.031,0.773,1.165,0.173,1.015,1.319,0.046,1.465,0.091,1.092
418.77,435.8,CD4 T cell,core,30.36,41.32,1.441,1.456,1.254,0.191,0.932,1.218,0.607,4.231,1.19,0.031,0.563,1.265,1.201,1.39,1.3,0.3,1.388,0.373,0.826,0.864,1.006,0.931,0.345,1.303,0.223
377.55,409.54,GC B cell,core,49.07,27.82,0.829,0.725,1.398,0.437,3.042,0.596,0.464,0.393,1.164,0.576,0.211,0.278,1.305,0.696,0.302,0.716,0.164,0.72,0.358,0.575,1.397,0.726,1.107,0.488,0.289
354.19,405.51,B cell,core,96.38,19.94,2.972,1.192,1.142,1.413,1.029,0.096,0.515,0.595,1.309,1.3,0.326,1.347,0.621,1.01,1.003,0.646,0.843,0.707,1.024,1.24,0.814,1.317,0.753,0.08,0.894
354.5,411.75,Tfh cell,core,87.73,25.62,0.973,0.902,1.038,0.049,0.676,1.118,0.67,0.438,1.13,1.016,3.896,1.263,1.019,1.492,0.987,1.449,1.106,0.675,0.013,1.104,0.643,1.295,1.326,1.25,0.822
303.58,465.5,FDC,core,78.4,32.15,1.302,3.112,0.168,1.155,0.022,0.992,0.362,1.288,0.847,0.344,0.876,1.099,1.273,0.029,1.387,1.238,0.349,0.903,0.786,0.909,0.366,1.385,1.059,0.85,1.422
344.73,406.31,GC B cell,core,93.63,12.14,0.892,0.642,1.09,0.545,3.602,0.884,0.278,0.819,1.318,1.043,0.751,0.194,0.862,0.618,0.564,1.076,1.462,0.777,0.279,1.018,0.676,1.276,1.132,0.534,1.235
352.3,486.28,Tingible-body macrophage,core,38.4,41.59,1.031,1.389,1.264,0.229,0.191,0.564,0.09,0.921,0.988,1.023,1.238,0.48,0.022,2.79,1.233,0.222,0.159,1.031,0.914,1.375,1.217,1.316,1.353,0.019,1.425
360.21,433.44,GC B cell,core,65.57,25.64,0.849,1.24,0.487,1.285,3.685,0.801,0.346,0.448,0.253,0.662,0.596,0.437,0.606,0.393,1.287,1.374,0.652,0.174,0.44,1.026,1.469,1.134,0.099,0.522,0.101
361.92,429.66,FDC,core,86.4,40.43,0.516,3.69,0.303,0.074,1.312,0.258,1.408,1.457,0.183,1.184,0.323,1.069,1.45,0.695,0.322,0.99,0.913,0.366,0.808,0.762,0.616,0.559,1.383,0.991,0.616
305.32,441.89,Tingible-body macrophage,core,110.61,28.24,0.238,1.094,1.053,0.018,0.966,0.11,1.364,0.833,0.225,1.098,0.409,0.104,0.843,3.665,1.072,1.205,1.066,0.578,0.326,0.508,1.249,0.035,0.116,1.378,0.015
363.31,420.86,Tfh cell,core,58.16,40.89,0.926,0.95,0.413,0.914,1.144,1.267,0.116,1.329,1.068,0.818,4.844,1.121,0.827,1.289,1.311,1.213,0.332,0.58,1.381,0.849,0.255,1.21,0.263,1.445,0.99
361.41,428.48,Tingible-body macrophage,core,41.04,32.63,1.131,1.398,1.385,0.201,0.834,1.001,0.471,1.096,0.565,1.299,0.843,0.644,0.752,2.968,0.727,1.048,0.493,0.035,1.02,0.675,1.295,0.034,1.149,0.452,1.223
377.63,481.21,Tingible-body macrophage,core,114.27,24.6,1.277,1.011,0.679,0.904,0.083,0.151,0.376,0.771,1.346,0.013,0.393,0.136,1.23,4.46,0.83,0.329,1.239,0.497,0.927,1.192,0.508,0.321,0.104,1.378,0.054
397.49,461.77,FDC,core,117.87,31.53,0.295,3.55,0.496,1.092,1.122,0.928,0.763,1.11,0.271,0.304,0.259,0.287,0.68,0.215,1.39,0.106,1.399,1.19,0.83,0.789,1.196,0.492,1.221,0.648,1.205
352.51,409.39,GC B cell,core,52.1,19.26,0.096,0.039,0.533,1.472,3.421,0.103,0.481,1.147,1.186,0.117,0.624,0.643,0.26,0.223,0.481,0.576,0.909,0.981,0.92,0.634,0.261,0.168,0.206,1.102,0.287
361.45,364.02,CD4 T cell,core,95.58,38.04,0.806,0.937,0.952,1.197,0.002,0.403,1.191,2.595,1.05,1.236,0.277,0.056,1.407,0.364,0.415,0.953,0.774,1.266,0.362,0.264,0.118,1.187,0.98,1.017,0.4
357.79,446.02,GC B cell,core,111.16,32.46,1.205,0.258,0.393,1.138,3.49,0.572,1.2,1.036,0.654,0.745,0.314,0.609,0.17,0.774,0.11,0.014,1.444,0.205,0.479,1.325,0.124,0.864,0.749,0.88,0.982
387.53,459.16,Tingible-body macrophage,core,79.89,24.77,0.078,0.393,1.355,0.084,0.514,0.103,1.34,0.085,0.845,0.693,1.323,0.072,0.023,4.258,0.275,0.657,1.366,0.477,0.319,1.239,1.204,1.491,1.189,0.9,0.312
353.45,417.19,Tfh cell,core,84.34,22.23,0.559,1.395,1.17,0.973,0.423,1.05,0.551,1.377,0.541,1.288,2.542,1.211,0.751,0.901,0.931,1.473,0.931,1.421,1.061,0.674,1.381,1.134,1.048,1.377,0.285
374.7,439.97,CD4 T cell,core,36.46,34.11,0.06,1.249,0.183,0.041,0.831,0.396,0.226,3.489,0.624,0.58,0.991,0.248,0.734,1.379,0.542,1.102,0.563,0.362,0.587,0.107,0.43,0.464,1.244,1.278,1.148
302.86,422.02,Tingible-body macrophage,core,50.41,36.06,0.069,0.779,0.186,1.336,0.075,0.653,0.206,0.841,0.076,1.468,0.978,1.254,0.57,2.779,0.615,0.037,1.042,0.809,0.925,0.463,0.082,0.998,1.252,0.602,0.61
291.76,405.12,FDC,core,116.64,29.53,0.917,4.103,0.393,1.012,0.534,1.057,0.984,1.174,0.903,0.746,0.758,0.396,0.297,1.252,1.019,0.862,1.185,0.137,0.899,1.261,0.858,1.314,0.188,1.426,0.437
347.29,494.83,Tfh cell,core,37.94,37.59,1.075,0.885,0.774,1.168,1.387,1.43,1.171,1.235,0.044,0.558,2.879,0.713,1.403,1.374,0.722,1.38,0.532,1.19,0.2,1.484,0.679,1.461,0.384,0.418,0.421
324.92,420.56,Mantle B cell,core,86.39,17.55,3.903,0.722,0.691,0.024,0.449,0.256,0.447,0.643,1.479,0.562,1.338,1.11,1.479,1.225,1.413,0.22,1.176,0.525,0.589,0.166,0.215,1.018,0.329,0.969,0.533
408.17,394.0,Mantle B cell,core,119.57,33.99,2.932,0.972,0.532,0.915,0.234,1.482,1.05,1.151,1.119,1.276,0.694,0.382,0.048,0.773,0.232,0.696,0.093,1.164,0.536,0.459,1.202,0.597,0.705,0.995,0.05
412.08,475.03,FDC,core,67.12,41.19,1.395,3.759,0.025,0.624,0.579,0.268,0.906,0.431,1.006,0.37,1.367,0.412,0.022,1.272,0.334,0.065,1.422,0.485,1.053,0.164,1.214,1.263,0.416,0.363,0.203
337.48,450.92,B cell,core,49.37,33.47,3.854,0.088,0.892,0.437,1.364,0.981,0.949,1.299,0.283,1.336,1.224,0.278,0.329,0.068,0.669,0.175,1.221,0.415,0.34,1.372,0.467,0.503,0.836,0.808,0.45
356.94,438.77,B cell,core,97.32,36.03,3.224,0.394,1.196,1.138,0.167,1.347,1.231,0.143,0.742,0.787,0.759,0.03,1.378,0.645,1.095,0.825,1.389,0.447,1.055,0.477,1.392,0.458,0.063,0.729,1.057
368.12,453.04,FDC,core,76.19,33.51,0.776,2.455,0.598,0.335,1.321,0.682,0.022,1.052,0.804,1.237,1.443,1.035,0.196,0.145,1.283,1.108,1.227,0.818,0.886,0.109,0.638,0.846,0.428,0.119,1.325
296.73,426.65,CD4 T cell,core,79.82,35.47,0.352,1.343,1.294,0.817,0.626,1.29,0.734,4.389,0.224,0.148,0.258,1.26,0.651,0.703,1.003,0.306,0.661,0.909,0.04,0.654,0.881,0.628,0.297,0.096,1.422
437.56,433.7,GC B cell,core,55.38,35.54,0.668,0.098,0.482,0.176,4.019,0.627,0.906,0.195,1.304,1.417,0.198,0.224,1.178,0.501,0.407,0.398,0.28,1.358,1.001,0.324,1.498,0.496,1.143,1.1,0.655
366.19,432.31,B cell,core,42.98,32.69,2.328,1.058,1.071,0.419,0.049,0.827,1.125,0.057,0.211,0.686,0.292,0.577,0.268,1.054,1.168,1.432,0.046,0.205,1.315,1.039,1.033,0.027,1.495,0.475,0.082
343.92,434.81,B cell,core,69.56,10.17,3.489,1.213,0.552,0.012,1.496,1.437,0.559,0.972,0.138,0.857,0.079,0.353,1.412,0.198,0.79,0.895,0.335,1.442,0.757,0.117,1.152,0.713,0.261,0.534,0.837
388.68,441.37,Mantle B cell,core,36.56,23.7,2.636,0.258,0.358,0.684,0.463,1.32,1.134,1.037,0.209,0.554,1.188,0.842,0.216,1.276,1.378,1.145,0.893,0.247,0.529,0.666,0.858,0.809,0.216,0.897,1.214
309.64,467.04,B cell,core,110.98,32.58,2.078,1.235,0.198,1.363,0.863,1.294,1.184,0.731,1.27,0.491,0.482,0.896,0.564,0.316,1.21,1.219,0.124,1.06,1.379,1.218,0.22,0.131,0.668,1.343,1.368
353.68,408.21,Mantle B cell,core,84.56,13.44,3.149,1.41,0.873,1.37,1.033,0.358,0.527,0.389,0.448,1.003,0.735,1.354,0.296,0.196,0.133,0.373,1.072,0.248,0.959,1.368,0.939,0.31,1.144,1.258,0.791
354.23,408.74,FDC,core,69.1,25.27,0.466,3.379,1.393,0.512,1.182,0.155,1.037,0.116,0.76,1.331,0.403,0.421,1.374,0.644,0.95,1.071,1.087,1.446,1.43,0.115,0.078,1.116,0.303,1.052,0.172
354.32,419.81,Tfh cell,core,39.39,33.8,0.671,1.486,0.09,1.187,0.853,0.279,1.005,0.511,0.722,0.323,3.061,1.399,0.756,0.719,0.59,0.866,0.945,1.137,0.219,1.368,0.112,1.401,0.326,0.731,1.258
359.18,392.9,CD4 T cell,core,109.82,32.33,1.261,0.004,0.974,0.935,0.681,0.299,0.509,2.715,1.224,1.111,0.765,0.454,1.308,0.059,0.542,0.502,0.727,0.067,0.638,0.216,0.09,1.489,1.251,0.504,0.977
343.39,431.27,Tfh cell,core,75.39,37.99,0.661,1.124,1.168,0.082,1.457,0.783,1.355,0.085,1.29,0.885,4.32,0.002,0.358,1.372,0.986,0.491,0.455,1.079,0.598,0.132,0.959,0.763,1.311,0.147,0.992
405.14,387.11,GC B cell,core,90.63,29.82,0.186,0.82,1.473,1.434,3.594,0.933,0.468,0.956,0.028,1.346,1.362,1.026,0.213,0.421,1.298,0.455,1.188,1.288,1.067,0.45,0.932,1.286,1.078,1.229,1.312
370.36,422.32,Mantle B cell,core,61.18,16.59,3.072,1.195,1.161,0.921,0.017,0.458,1.264,0.226,0.038,1.468,0.817,0.176,0.554,1.275,1.269,0.387,1.156,0.509,0.278,0.862,0.562,1.164,1.336,1.461,1.131
308.81,434.43,Tfh cell,core,34.5,31.97,0.17,1.039,0.384,0.825,0.79,0.252,1.32,0.697,0.054,1.316,2.604,0.248,1.198,0.178,0.726,1.003,1.489,1.427,1.328,1.395,0.175,0.074,0.167,1.023,0.066
355.6,407.67,GC B cell,core,69.56,11.47,0.374,1.463,0.649,0.404,4.295,1.079,0.783,0.132,0.39,1.201,0.417,0.24,0.419,1.123,1.365,1.312,1.334,1.343,1.453,1.273,0.94,0.449,1.497,0.329,0.478
