X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
433.49,448.16,FDC,core,79.29,21.28,0.145,3.403,0.323,1.008,0.451,1.311,0.993,0.197,1.268,1.417,1.356,0.855,0.218,0.289,1.392,0.828,0.271,1.326,0.962,0.855,0.564,0.616,0.359,0.057,1.314
431.79,420.42,Tingible-body macrophage,core,95.33,17.92,0.046,0.184,1.451,0.987,0.642,0.786,1.309,0.516,0.885,1.026,0.533,0.779,1.148,3.539,0.227,1.4,0.008,1.129,1.216,0.205,0.628,1.223,0.021,0.943,1.19
439.28,444.44,B cell,core,86.67,44.0,4.151,0.519,1.422,0.86,0.51,0.407,1.428,0.667,1.471,0.773,0.782,1.345,1.114,0.871,0.64,1.317,0.617,1.384,0.103,0.645,0.779,1.426,0.376,1.209,1.015
418.92,444.53,Tingible-body macrophage,core,34.2,11.06,0.076,0.319,1.373,1.26,0.169,0.906,0.719,0.892,0.989,0.46,1.442,0.699,0.942,4.747,0.276,0.093,0.617,1.146,1.223,1.095,0.17,1.37,1.203,1.317,0.785
448.08,424.14,Mantle B cell,core,58.23,40.2,4.392,0.281,0.851,0.058,0.886,0.249,1.017,0.032,0.466,1.408,0.808,1.217,0.987,0.916,0.287,0.862,0.06,1.202,1.44,1.281,0.076,0.508,0.477,0.169,0.94
434.23,414.03,Tingible-body macrophage,core,42.03,33.19,1.324,0.296,0.86,0.958,0.914,0.144,0.992,0.948,1.236,1.205,0.491,1.083,1.301,3.142,0.242,0.04,0.976,0.322,0.846,1.417,0.569,0.379,0.685,0.986,0.152
443.65,400.63,Tingible-body macrophage,core,38.71,35.46,0.558,0.809,0.323,0.371,0.495,0.686,0.122,1.129,0.869,0.45,0.116,1.145,0.197,4.133,0.196,0.122,1.36,0.404,0.46,1.249,0.93,0.281,0.652,1.326,0.563
440.66,369.12,Tingible-body macrophage,core,67.78,11.17,0.556,0.096,0.778,1.136,0.286,0.399,0.804,1.122,1.345,0.189,0.276,1.199,0.967,3.135,1.495,1.409,1.265,1.166,0.593,0.962,0.277,1.139,1.137,1.082,0.667
451.47,392.81,Tfh cell,core,36.08,26.57,0.581,0.822,1.082,0.572,1.246,1.379,0.581,0.207,1.141,1.489,4.307,1.069,1.238,1.381,0.185,0.138,1.482,0.175,0.265,0.862,0.669,1.126,0.286,1.372,0.326
451.75,426.2,B cell,core,108.61,16.28,4.372,0.683,0.085,1.493,1.333,1.374,0.37,0.591,0.341,0.187,0.05,0.755,0.185,0.264,1.291,0.726,0.276,1.005,0.399,0.79,0.424,0.774,0.943,0.804,0.593
436.6,427.61,B cell,core,112.75,30.88,2.498,1.412,0.346,1.455,0.312,0.76,0.746,1.372,0.061,0.473,0.9,0.1,0.355,0.698,1.321,1.141,1.243,1.142,1.062,1.275,1.022,1.104,0.452,0.251,1.135
