X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
438.71,1015.07,Tingible-body macrophage,core,100.93,40.76,1.428,1.465,1.184,0.647,0.477,0.836,0.663,0.837,1.324,0.866,0.256,0.379,1.035,2.559,1.008,1.036,1.374,0.297,1.267,0.52,0.252,1.226,0.559,0.688,0.748
446.82,967.72,GC B cell,core,83.78,38.79,0.329,0.553,0.578,1.175,2.183,0.447,1.184,0.892,1.014,0.115,0.201,1.442,0.13,0.738,0.672,1.35,1.173,0.458,0.354,1.224,1.368,0.829,0.579,0.056,0.538
444.51,1010.8,CD4 T cell,core,93.75,20.52,1.318,0.642,1.083,0.22,0.364,0.886,0.141,2.642,0.363,0.793,0.004,0.973,0.414,1.235,0.04,0.916,0.982,1.255,0.108,0.529,0.351,0.01,0.264,1.476,0.51
457.5,977.71,FDC,core,113.74,10.4,0.195,2.456,1.422,0.94,0.877,1.344,1.009,1.239,0.582,1.047,0.53,0.002,0.066,1.177,0.968,0.852,1.094,0.948,1.2,0.022,0.493,0.542,0.294,0.978,1.297
431.3,1027.85,B cell,core,66.94,16.37,4.684,0.693,0.244,0.22,0.88,1.182,0.851,0.774,1.107,1.261,1.026,1.14,1.499,0.848,0.957,1.457,0.525,1.489,0.229,0.898,0.367,0.984,0.145,1.419,0.665
418.27,999.61,CD4 T cell,core,31.24,27.7,0.218,1.16,0.354,0.94,1.086,0.899,0.327,3.724,0.575,0.579,0.693,1.305,1.474,0.565,1.12,0.561,0.354,1.287,0.05,1.241,1.048,1.014,0.935,1.285,1.217
426.7,1018.9,GC B cell,core,66.49,14.34,0.757,0.19,0.544,0.192,4.459,0.664,0.977,1.207,1.119,0.356,0.674,1.36,0.965,0.493,0.105,1.154,0.781,1.228,0.472,0.891,1.227,0.87,1.131,0.675,1.21
434.65,972.52,CD4 T cell,core,103.84,29.83,1.162,0.753,1.033,1.104,0.881,0.817,0.586,2.307,0.896,0.895,0.508,1.254,1.171,1.426,0.609,1.229,0.277,0.18,0.462,0.15,1.315,0.0,0.482,0.543,0.931
417.34,1005.92,FDC,core,115.23,16.45,0.094,2.723,1.46,1.204,0.344,1.349,1.332,0.578,0.362,0.165,0.923,1.005,0.172,1.355,0.241,0.547,0.39,0.054,1.29,1.444,0.611,1.349,1.441,0.282,1.059
399.86,1027.77,CD4 T cell,core,82.46,29.66,1.18,1.413,0.856,0.641,1.132,0.246,0.261,3.901,1.197,0.329,1.012,0.83,0.186,0.271,1.156,0.263,0.6,1.07,0.505,0.384,0.363,0.867,1.051,1.347,1.289
452.08,1054.56,Tingible-body macrophage,core,109.76,19.28,1.498,1.397,0.96,0.556,0.17,1.327,0.64,1.249,0.754,0.072,0.036,0.544,0.93,3.315,1.198,0.569,0.269,0.808,1.026,1.463,1.357,0.686,0.969,0.218,1.219
472.81,1073.97,Tfh cell,core,35.65,37.6,0.019,0.586,0.779,0.002,0.188,0.218,0.693,1.185,0.841,0.673,3.432,1.078,0.138,0.096,1.36,0.954,1.133,0.919,0.128,0.951,0.474,1.455,0.821,1.293,0.881
428.51,1021.65,Mantle B cell,core,101.75,44.5,3.797,1.163,1.376,1.057,1.131,0.224,0.622,1.468,1.394,0.665,1.309,0.262,1.183,1.066,0.259,0.725,0.375,0.19,1.035,0.451,0.92,0.701,0.582,1.008,0.335
478.59,1022.04,GC B cell,core,74.89,13.78,0.692,1.092,0.578,0.593,3.882,0.437,0.03,0.409,0.548,0.731,0.47,0.117,0.041,1.399,0.364,0.583,0.49,1.002,0.364,1.031,1.441,1.098,1.168,1.455,0.945
441.28,1014.98,FDC,core,72.33,12.95,1.298,2.834,0.467,0.052,1.173,0.018,0.626,1.326,1.43,0.518,0.084,0.143,1.365,0.092,1.346,1.385,0.32,1.175,0.667,0.971,0.283,1.179,0.535,1.032,1.456
413.67,955.72,B cell,core,56.89,17.82,4.998,0.989,0.411,0.176,0.309,0.489,1.142,0.614,0.598,1.36,0.104,1.15,0.008,1.167,1.164,0.061,0.663,0.179,0.904,0.702,0.275,1.326,0.499,0.382,1.371
442.23,1037.26,B cell,core,50.77,35.52,3.129,0.409,0.913,0.261,0.121,0.658,0.281,1.149,0.263,0.76,1.175,0.281,0.891,0.507,0.867,0.262,0.936,0.374,0.673,0.249,0.96,0.833,0.228,0.01,1.369
417.3,1029.74,Tingible-body macrophage,core,47.53,25.22,1.137,0.41,0.815,1.272,0.297,0.357,0.734,1.365,0.124,0.155,1.374,0.841,0.13,2.271,1.09,1.187,0.033,1.172,0.225,0.624,0.371,1.462,0.214,1.446,1.257
385.47,967.53,Mantle B cell,core,48.42,31.3,2.806,1.411,0.602,1.385,0.322,1.399,1.385,0.231,1.198,0.146,0.203,0.751,0.953,0.158,0.296,0.746,0.193,1.342,0.485,0.8,0.923,0.702,0.157,0.744,0.425
387.83,1070.1,Tingible-body macrophage,core,101.38,25.64,0.671,0.561,0.053,1.265,0.054,0.552,0.88,0.053,0.446,1.171,1.296,0.391,0.205,3.683,1.335,0.504,0.787,1.462,0.548,0.878,0.516,0.558,1.36,0.696,0.503
378.74,1054.06,B cell,core,112.19,30.77,4.109,0.243,0.151,0.576,1.342,0.394,0.446,0.286,0.12,0.013,0.772,0.657,0.257,1.081,0.941,0.024,0.304,0.817,0.906,0.511,1.358,1.026,0.43,1.365,0.429
410.81,1052.59,Tingible-body macrophage,core,96.42,15.06,0.751,0.132,1.092,1.467,1.062,0.938,0.602,0.11,1.41,1.224,0.257,0.506,1.033,3.797,1.377,1.42,0.846,0.618,1.387,0.319,0.412,0.362,0.558,0.058,0.118
385.39,1035.27,Tfh cell,core,82.62,17.1,0.832,1.149,0.788,0.543,0.378,0.504,1.175,0.477,0.058,1.41,3.049,1.303,0.333,0.852,0.892,1.185,1.072,0.797,1.215,1.254,0.055,0.143,0.971,0.277,1.373
443.67,1031.88,B cell,core,119.21,11.81,3.077,0.585,0.471,1.018,0.998,0.436,0.039,0.347,1.463,0.371,1.456,1.117,0.04,0.133,0.984,0.339,0.684,0.03,0.181,0.958,0.821,0.223,1.048,0.892,1.492
440.33,1013.75,Tfh cell,core,104.43,11.46,1.366,0.328,0.552,0.766,0.319,1.359,0.295,1.421,0.528,0.71,2.499,0.628,0.691,0.961,0.349,1.451,0.067,0.906,0.13,0.44,0.328,1.035,0.728,1.417,0.758
452.38,1057.17,CD4 T cell,core,52.49,16.97,1.058,0.126,1.324,0.412,0.531,0.572,0.797,4.761,0.162,1.39,1.428,1.482,1.313,1.295,1.176,0.807,0.022,0.096,0.588,0.156,1.308,1.079,0.499,0.377,1.212
436.47,1026.13,Tfh cell,core,100.92,24.66,0.738,0.394,0.0,0.615,0.143,0.754,0.455,0.301,1.446,1.252,2.418,0.042,0.508,0.178,0.889,1.435,0.843,0.454,0.157,1.208,1.433,0.176,1.418,1.373,1.099
448.39,1006.05,GC B cell,core,88.23,21.43,0.887,0.724,0.6,0.146,4.764,1.336,0.793,0.38,0.688,1.285,0.206,1.283,1.225,0.495,0.949,1.174,1.335,0.618,0.122,1.372,1.168,0.46,1.163,0.83,0.851
393.24,1045.48,CD4 T cell,core,33.77,11.35,1.319,0.47,0.239,0.858,1.292,1.189,1.103,3.403,0.05,0.392,0.825,1.239,0.376,0.596,1.197,1.381,0.145,1.082,1.241,1.288,0.428,0.781,1.16,1.239,1.034
402.85,1075.33,B cell,core,88.28,44.12,2.84,1.45,0.285,0.48,0.269,0.34,1.282,1.438,1.37,0.641,1.375,1.066,1.001,0.376,0.731,0.564,1.013,0.918,0.199,0.619,1.427,0.435,0.026,0.906,0.722
450.94,1027.61,Tingible-body macrophage,core,70.05,25.29,0.906,0.206,1.482,1.495,0.967,0.256,0.075,0.701,0.875,0.16,0.08,1.195,0.305,4.943,1.252,0.182,0.682,1.025,0.142,0.614,0.129,1.037,0.269,1.366,0.075
442.37,993.86,CD4 T cell,core,109.02,21.83,1.36,0.637,0.427,1.373,0.467,1.228,0.237,2.023,0.409,0.002,1.461,1.011,0.129,0.612,0.599,0.933,1.375,0.36,0.976,1.328,0.395,0.252,0.681,0.848,1.385
485.56,1013.82,CD4 T cell,core,84.22,24.25,0.31,0.962,0.704,1.028,0.555,0.527,0.757,4.501,0.608,0.489,1.045,0.955,1.49,0.425,0.563,0.04,0.266,1.284,1.337,1.064,0.045,0.285,0.472,0.817,0.209
480.16,988.23,Tfh cell,core,103.59,39.23,1.005,0.864,0.932,0.831,0.82,0.887,1.06,0.54,0.476,1.198,4.675,1.443,0.123,0.66,1.124,0.357,0.963,0.786,0.632,1.008,0.419,1.011,1.158,0.427,1.117
447.23,1025.86,CD4 T cell,core,42.96,31.93,0.329,1.388,1.241,0.659,0.401,1.438,0.729,2.288,0.539,0.395,1.024,0.811,0.005,0.527,0.796,1.166,0.749,0.408,0.665,1.359,1.251,0.536,0.09,0.603,0.281
452.47,983.94,B cell,core,31.85,27.88,2.162,0.472,1.107,0.238,1.247,1.43,1.347,1.001,0.083,0.068,1.398,0.481,1.032,0.528,0.085,0.526,1.103,0.875,0.249,0.545,1.253,0.697,0.572,0.658,0.846
429.27,948.36,Tingible-body macrophage,core,35.04,21.34,0.238,0.136,0.532,0.198,0.077,1.153,0.514,0.956,0.125,1.04,1.171,1.439,0.004,2.977,1.349,1.152,1.279,0.369,0.404,1.451,1.428,0.194,1.244,0.913,0.164
431.07,1036.19,CD4 T cell,core,54.18,25.58,0.635,1.209,0.109,0.306,0.895,0.348,0.167,4.064,0.515,0.086,1.324,0.896,0.251,0.836,0.944,0.588,0.584,0.247,0.016,0.12,0.473,0.513,0.207,0.702,1.122
482.96,1031.53,CD4 T cell,core,35.74,31.7,0.336,1.488,0.777,0.089,1.305,1.36,0.788,4.504,0.346,0.213,1.24,0.755,0.565,1.491,0.326,1.054,0.882,0.461,0.266,0.964,0.329,1.112,1.4,0.377,0.107
508.09,1041.67,Tfh cell,core,113.62,16.82,0.822,0.53,0.705,0.272,0.587,0.49,0.151,1.273,0.81,0.746,4.706,0.18,0.571,0.06,0.154,0.589,0.748,1.433,1.016,0.075,0.606,1.205,0.817,0.425,0.428
370.28,1008.01,B cell,core,42.56,31.91,2.003,0.111,1.263,0.73,0.433,0.665,0.483,0.093,0.174,0.341,1.128,1.451,0.298,1.382,0.465,1.375,0.801,0.083,0.729,0.305,0.659,1.181,1.198,0.844,0.785
370.22,1008.99,Tingible-body macrophage,core,76.2,33.35,1.064,0.491,1.273,0.992,0.13,0.609,0.076,0.032,0.106,1.324,1.102,0.617,1.238,4.94,0.117,1.244,0.408,0.373,0.172,0.717,0.458,1.434,0.605,0.27,1.286
434.59,1004.75,CD4 T cell,core,89.17,15.06,1.221,1.159,0.674,0.566,1.009,1.08,1.277,4.471,1.224,1.456,1.108,0.441,0.577,0.503,1.292,0.897,0.941,1.369,0.032,0.686,0.245,0.474,0.773,0.497,0.147
480.4,1027.74,CD4 T cell,core,74.33,22.94,0.655,0.833,0.516,1.184,0.918,0.057,1.022,4.266,0.854,0.924,1.244,0.517,1.404,0.84,1.028,0.901,0.325,1.357,0.684,1.318,1.465,1.065,0.21,0.73,0.247
435.59,1042.42,Mantle B cell,core,65.7,33.62,2.695,0.394,1.188,0.647,1.037,0.963,0.533,1.141,0.632,0.901,1.464,1.039,1.436,0.567,1.013,1.016,0.047,1.075,0.556,0.254,1.18,0.429,0.104,0.578,0.552
500.7,1081.51,Plasma cell,peri,111.75,44.67,1.259,0.301,0.971,0.992,1.383,0.669,0.089,0.023,0.218,1.256,1.092,0.173,0.32,1.016,1.043,0.246,2.88,0.946,0.915,0.739,1.122,0.74,1.499,0.815,1.389
530.09,991.15,Stromal,peri,65.15,20.88,0.327,0.602,0.524,0.074,0.995,0.411,1.083,0.258,1.354,1.14,0.885,0.167,0.981,0.694,1.072,0.124,0.977,0.4,1.356,0.394,1.335,0.301,0.303,0.929,2.671
516.75,962.06,CD8 T cell,peri,88.61,41.05,1.263,1.466,0.507,0.769,0.994,0.099,0.562,0.183,4.547,0.452,1.391,0.353,0.059,0.54,1.297,0.611,0.866,0.972,0.503,1.378,1.251,1.201,0.752,0.564,1.015
374.51,962.65,CD4 T cell,peri,70.18,29.03,0.968,0.489,0.978,1.215,1.343,1.396,0.841,3.839,0.785,0.102,0.087,1.335,0.18,0.579,1.101,1.37,0.081,1.367,1.008,0.357,1.013,1.024,0.546,0.74,0.789
359.41,1035.67,Endothelial,peri,58.06,20.79,0.447,0.916,0.387,1.194,0.366,1.381,0.24,0.356,0.685,0.829,1.07,0.796,0.601,1.124,0.308,1.239,0.234,0.248,0.493,3.911,0.749,0.667,1.247,0.552,1.125
507.7,957.82,Stromal,peri,119.04,25.94,0.942,0.422,1.054,0.95,0.219,0.218,0.164,1.254,1.321,1.299,0.221,0.981,1.355,1.309,0.931,0.569,1.272,1.466,0.015,0.595,0.793,0.111,1.101,0.446,3.79
524.72,994.13,Macrophage,peri,95.13,25.99,0.165,1.062,0.092,0.861,1.075,1.17,0.727,0.291,1.352,0.553,0.067,0.633,4.668,0.88,1.34,0.501,0.351,0.651,1.169,0.333,0.306,1.014,0.017,0.022,0.394
427.79,936.26,Lymphatic,peri,84.13,17.43,0.142,0.852,0.878,0.508,1.284,0.523,0.357,1.215,0.647,0.719,0.769,0.537,0.441,0.066,0.555,1.086,0.401,1.063,1.17,0.979,1.465,4.749,0.314,0.498,1.225
407.51,943.7,Stromal,peri,65.4,19.29,1.481,1.366,1.014,0.232,1.156,0.298,0.287,1.048,0.626,1.438,0.196,1.366,0.248,0.425,1.094,0.316,0.995,0.548,0.19,1.309,0.921,0.296,0.571,0.69,3.391
510.77,1053.19,Lymphatic,peri,67.69,10.39,0.23,1.465,1.181,0.453,0.555,0.959,0.589,1.235,0.12,1.341,0.719,0.098,0.969,1.209,0.553,0.469,0.957,0.071,1.079,0.636,0.089,2.47,0.892,1.311,0.105
474.59,1094.0,Stromal,peri,97.81,13.18,1.32,1.214,0.97,0.771,0.26,1.45,1.492,1.288,0.583,1.159,0.365,1.118,1.069,0.381,0.697,1.221,0.988,0.969,1.06,1.235,0.093,0.263,0.777,0.79,4.502
340.71,1023.28,CD8 T cell,peri,66.87,37.96,0.761,0.129,0.657,0.6,0.781,0.443,1.029,1.067,4.398,0.266,0.431,0.175,1.074,0.548,0.001,0.887,0.458,1.264,0.429,1.169,1.349,0.302,0.442,0.582,0.989
386.09,1078.82,Stromal,peri,47.6,37.91,1.388,0.783,0.164,0.054,1.371,0.594,1.339,0.433,1.16,1.48,1.128,1.481,0.361,0.325,0.445,0.112,0.248,0.188,0.813,0.546,0.376,0.882,0.524,0.339,4.475
520.36,976.33,CD8 T cell,peri,48.53,44.37,0.916,1.332,0.264,0.036,0.182,1.346,0.229,1.398,4.074,0.581,0.696,0.273,1.306,0.895,0.775,0.975,0.807,0.601,0.072,0.711,0.481,1.398,0.044,0.119,0.289
405.4,934.82,Dendritic cell,peri,63.69,21.32,0.48,0.854,0.552,1.414,1.359,0.671,1.129,0.803,0.069,0.632,1.34,1.188,0.44,0.294,3.324,0.451,0.735,0.636,0.899,0.621,0.187,0.632,1.241,1.12,1.004
370.88,1055.66,Plasma cell,peri,51.24,33.75,0.446,1.427,0.246,0.015,0.683,0.176,0.467,0.951,0.259,1.394,1.265,0.879,0.852,0.553,0.208,0.742,2.819,0.226,1.031,1.029,0.558,1.146,0.321,1.158,1.047
474.34,935.01,Stromal,peri,61.83,44.84,0.632,0.987,1.343,0.686,0.721,0.697,1.264,0.887,0.935,0.249,0.858,1.495,0.749,0.475,0.972,0.57,1.172,1.374,0.581,0.844,1.281,0.603,1.032,0.843,3.03
440.75,1113.69,CD8 T cell,peri,92.54,28.8,1.475,1.248,1.058,0.125,0.47,1.459,0.879,0.812,3.369,0.548,1.053,0.257,0.827,0.222,0.872,0.079,0.076,0.272,0.772,1.146,0.306,0.465,0.552,0.487,1.387
490.78,1081.78,Endothelial,peri,52.05,26.89,0.175,1.455,0.709,0.338,1.446,0.805,1.167,1.467,0.727,0.924,0.332,1.435,0.144,0.846,0.039,0.561,0.231,0.919,1.451,3.522,0.196,0.73,0.186,0.567,0.845
465.43,925.16,Stromal,peri,87.0,22.09,0.449,0.164,0.838,1.404,0.443,1.222,0.665,1.492,0.893,1.001,1.438,0.882,1.366,0.529,0.367,1.066,0.164,0.365,1.192,1.243,0.884,0.478,1.4,1.352,4.23
