X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
400.47,1015.76,GC B cell,core,76.77,41.46,1.429,1.0,1.215,0.049,4.851,1.205,0.692,0.379,0.73,0.825,0.651,0.477,1.003,1.338,0.403,1.324,0.082,1.032,0.517,0.787,0.532,0.121,0.249,1.48,0.624
347.55,1047.32,Tfh cell,core,38.55,40.24,0.388,0.264,0.108,0.165,1.023,0.544,1.311,0.297,1.401,0.285,4.819,0.51,0.394,0.623,1.204,0.107,0.366,0.08,1.163,0.18,0.764,1.302,0.474,0.173,0.4
429.82,1029.77,FDC,core,88.89,36.21,1.158,2.964,0.481,1.053,0.222,1.322,0.864,1.419,0.894,0.858,1.287,0.874,0.13,0.918,0.44,0.957,1.497,0.915,1.251,0.531,0.018,0.07,0.027,0.327,0.406
427.45,962.54,Mantle B cell,core,62.96,12.11,4.8,0.689,0.62,0.122,0.02,1.286,0.223,1.296,0.599,0.09,1.244,1.072,1.496,0.813,1.395,0.759,0.392,0.602,0.99,1.335,1.224,1.396,0.806,0.691,0.788
380.95,1052.91,Tingible-body macrophage,core,114.38,41.04,1.249,1.414,1.031,1.22,1.219,1.213,0.899,1.417,1.337,0.012,0.182,1.488,1.0,4.301,1.366,0.134,0.807,0.581,0.433,0.359,0.13,0.566,0.15,0.936,0.482
416.5,960.03,CD4 T cell,core,42.61,42.14,1.458,0.864,0.815,1.011,0.281,0.705,0.183,4.825,0.75,0.199,1.455,0.871,1.133,1.205,1.044,0.665,0.421,0.077,0.936,0.165,0.554,1.334,1.356,1.233,0.29
419.94,945.0,GC B cell,core,80.72,34.21,1.476,0.788,0.468,1.377,4.068,0.499,0.853,0.213,0.684,0.207,0.68,1.361,1.38,1.437,1.088,1.12,0.641,1.342,0.201,0.25,0.177,0.613,0.09,1.056,0.274
402.41,962.18,CD4 T cell,core,107.75,23.69,0.856,0.376,0.752,0.134,1.432,1.394,0.11,4.921,0.593,0.79,0.719,0.506,0.934,0.601,0.609,0.049,0.89,0.125,1.287,0.716,0.532,0.992,1.328,0.253,0.602
379.14,1069.6,FDC,core,80.35,29.81,0.126,4.984,0.857,0.853,0.854,1.148,1.322,0.6,0.489,1.274,0.367,1.313,1.061,1.27,0.956,0.159,1.072,0.744,0.276,0.153,0.394,0.188,0.203,1.265,1.426
429.16,1024.37,GC B cell,core,66.21,12.11,0.856,0.85,1.13,1.22,3.027,0.016,0.816,1.253,1.229,1.423,0.779,0.783,0.037,0.769,0.846,1.377,1.327,0.094,0.213,0.574,1.17,0.249,1.161,0.889,1.316
360.29,1014.12,Tingible-body macrophage,core,57.68,40.22,0.77,0.782,1.373,1.15,0.471,1.417,1.087,0.452,0.317,1.014,0.76,0.898,0.194,3.1,1.291,0.63,0.457,1.462,1.462,0.187,0.811,0.655,0.42,0.778,1.002
407.45,1000.97,CD4 T cell,core,69.74,12.12,0.577,1.409,1.246,0.315,0.909,0.008,1.361,4.553,0.325,0.514,0.452,0.279,1.025,0.565,0.008,0.329,0.991,1.053,0.025,0.825,0.958,0.955,0.977,1.17,0.503
404.95,999.14,Mantle B cell,core,109.84,28.18,3.146,0.56,0.747,0.833,1.062,0.444,1.005,0.349,1.187,0.347,0.108,0.058,0.898,0.485,0.862,0.466,0.659,1.305,1.385,0.065,1.422,0.757,1.109,1.394,0.283
472.96,981.59,GC B cell,core,39.6,19.7,0.991,0.101,1.354,0.278,3.479,0.553,0.31,0.209,0.957,1.365,0.395,0.561,0.962,0.45,0.74,1.369,0.176,0.802,0.32,1.16,0.312,1.216,0.604,1.396,0.544
360.26,1056.34,CD4 T cell,core,99.12,38.36,0.88,1.214,1.28,0.135,0.472,1.248,1.134,2.715,0.606,0.748,0.022,0.193,0.534,0.21,0.345,1.21,1.152,1.096,0.85,1.383,0.345,0.931,0.631,1.413,0.515
408.58,960.84,Tfh cell,core,68.37,28.93,0.907,0.806,1.364,0.596,0.369,0.461,0.768,1.475,1.047,1.08,3.549,0.595,1.397,0.676,0.188,1.17,0.303,0.585,0.918,1.248,0.01,0.978,0.204,0.947,0.907
447.09,1013.64,Mantle B cell,core,34.29,27.21,4.418,0.221,0.583,0.078,1.364,0.518,1.406,0.203,0.992,0.904,0.992,1.193,0.112,1.109,0.039,0.452,1.271,0.856,1.396,1.293,0.635,0.422,0.306,0.063,1.074
444.84,977.24,GC B cell,core,35.6,28.16,1.424,0.634,0.468,0.746,3.107,0.588,0.745,0.116,0.905,0.874,1.067,0.364,0.061,1.062,0.553,0.896,0.406,0.523,0.394,0.739,0.972,0.353,0.474,0.694,1.045
345.71,1043.12,B cell,core,38.01,11.86,2.535,0.069,0.966,0.124,0.559,0.053,0.901,0.259,1.416,0.29,1.452,1.371,0.777,0.696,0.584,1.124,0.282,0.532,0.088,0.641,0.287,1.379,0.676,0.334,0.41
418.81,1012.95,Tfh cell,core,96.23,18.38,1.452,1.372,0.265,1.189,0.896,1.419,0.44,0.908,0.924,0.284,2.853,1.088,1.21,1.284,0.04,1.138,0.487,1.148,0.227,0.564,0.609,1.043,0.924,1.221,0.009
434.02,1000.77,Tingible-body macrophage,core,32.31,41.8,1.0,0.083,1.374,0.169,0.617,0.584,0.455,0.804,0.787,1.191,1.458,1.201,1.085,2.536,0.318,0.019,0.139,1.174,0.085,0.404,0.575,0.236,0.509,0.378,0.614
417.76,960.77,Tingible-body macrophage,core,50.66,27.74,1.409,1.25,0.613,0.434,1.19,0.031,0.859,1.302,1.369,1.387,0.643,0.024,0.525,4.452,0.868,1.088,1.47,0.479,0.544,0.13,1.249,0.748,0.35,0.754,0.727
413.14,1023.64,Mantle B cell,core,70.27,42.04,4.005,0.361,0.652,0.833,1.118,1.365,0.137,1.46,0.619,1.171,0.498,1.095,1.028,0.029,1.307,0.066,0.739,0.326,0.888,0.273,0.914,1.155,0.89,1.256,0.572
476.81,1059.22,GC B cell,core,31.22,28.44,1.283,0.128,1.046,0.152,2.495,0.334,0.105,1.305,0.865,1.271,1.188,0.141,0.144,1.072,1.269,0.27,1.33,0.04,1.153,0.941,0.578,0.573,0.461,0.713,0.751
423.33,1028.14,GC B cell,core,101.94,42.33,0.378,0.217,1.298,0.436,4.982,0.015,0.992,1.431,1.133,1.146,0.627,0.716,1.352,0.355,0.758,1.094,0.506,0.708,0.053,1.023,0.251,0.388,0.337,1.077,0.599
413.6,1004.36,Tingible-body macrophage,core,96.39,18.82,0.545,0.304,0.7,1.187,0.783,0.249,1.099,1.448,0.712,0.213,1.096,0.809,1.212,4.836,1.308,0.022,0.976,0.903,1.168,0.328,0.878,0.401,1.132,0.12,0.236
407.57,1052.38,B cell,core,75.4,13.81,3.717,0.21,1.455,0.318,1.122,1.077,1.103,0.455,0.334,0.925,1.493,0.583,0.328,0.762,0.285,0.52,1.103,0.364,0.672,0.965,0.239,0.217,1.447,1.302,1.327
421.07,1029.76,GC B cell,core,113.01,32.04,0.654,0.259,0.148,0.862,3.165,0.019,0.338,1.204,0.986,0.776,0.338,0.701,0.015,0.488,0.719,0.137,0.87,0.664,0.081,0.221,0.733,1.346,0.085,0.843,0.427
412.97,1055.52,FDC,core,53.69,16.86,1.472,2.962,0.639,0.795,0.688,0.226,1.452,0.344,0.329,0.166,1.413,1.372,0.956,0.793,0.872,0.556,1.335,0.836,1.284,1.042,1.018,1.007,1.164,1.22,1.025
444.01,991.08,CD4 T cell,core,82.19,22.22,0.899,1.295,1.378,1.408,1.303,0.265,0.773,2.538,0.965,0.538,0.056,1.34,1.167,1.299,0.578,0.372,1.266,0.982,1.001,0.051,0.161,1.154,1.325,0.53,1.308
405.48,1017.72,GC B cell,core,100.13,20.1,0.574,0.693,0.869,0.307,3.396,0.318,1.464,0.362,0.164,0.407,0.852,0.669,0.989,0.165,0.619,0.834,1.462,1.33,0.857,0.451,0.172,0.949,0.845,0.711,1.08
387.14,1084.09,FDC,core,115.78,34.7,1.432,3.256,1.387,0.086,1.122,0.869,0.182,0.454,0.72,0.837,0.732,0.041,1.492,0.528,1.084,1.393,1.461,0.275,1.338,0.769,0.983,0.369,0.216,0.869,1.355
493.1,1029.57,Tfh cell,core,113.41,25.42,0.169,0.333,0.844,1.409,0.202,0.446,0.068,0.132,0.646,0.864,3.104,0.071,0.643,0.666,1.403,0.491,0.95,0.732,1.167,0.906,1.488,0.956,0.513,0.631,1.284
431.55,1016.86,GC B cell,core,114.27,27.29,0.667,0.34,0.886,0.089,4.451,1.271,0.786,0.507,0.216,0.241,0.345,0.691,0.03,0.308,0.642,1.324,1.298,1.403,0.338,0.186,1.274,1.048,0.37,0.65,1.387
435.41,1060.45,Tingible-body macrophage,core,81.76,34.82,0.17,0.176,0.136,0.378,0.246,0.387,1.043,1.008,0.039,1.288,1.23,1.416,0.327,3.654,0.835,1.06,1.355,0.122,1.262,1.288,0.968,0.602,0.812,0.211,1.117
423.51,1023.18,Tfh cell,core,106.86,21.27,0.12,1.202,0.199,0.565,0.985,0.387,1.368,1.371,0.586,0.88,2.948,1.473,1.039,0.675,0.065,0.963,0.989,1.04,0.522,1.292,0.889,0.57,0.365,0.046,1.068
399.42,1078.57,GC B cell,core,111.33,21.76,0.57,1.479,0.848,1.406,4.351,0.07,0.02,1.314,0.715,1.1,0.788,1.451,1.215,0.719,0.271,0.576,0.586,0.54,1.072,1.255,1.245,0.295,0.253,1.006,1.1
446.88,1032.96,Tfh cell,core,104.18,33.57,0.165,1.019,0.767,0.936,1.304,0.864,1.331,1.221,0.792,0.929,2.601,0.581,1.097,0.902,0.555,0.979,0.804,0.167,1.117,0.745,1.392,1.349,0.171,0.399,1.045
446.7,1012.57,B cell,core,104.69,34.82,4.409,0.903,1.023,1.422,0.529,0.347,1.207,0.227,0.827,1.389,1.27,1.037,0.021,1.47,0.679,0.437,0.101,0.216,0.068,0.84,0.571,0.442,1.227,0.12,0.633
408.22,1019.1,GC B cell,core,41.08,22.95,1.094,1.171,0.916,1.348,3.027,1.271,1.357,0.252,0.219,1.482,0.444,0.673,0.635,1.272,0.019,0.736,0.693,0.148,0.669,1.311,0.077,0.375,0.912,0.815,1.14
437.02,991.14,B cell,core,103.68,35.78,3.569,1.173,0.878,0.205,0.571,1.364,0.044,1.143,0.463,1.123,0.247,0.984,1.29,0.099,1.436,0.16,0.02,1.234,0.769,0.053,0.983,0.763,1.492,1.464,1.318
412.27,1078.91,Tfh cell,core,88.4,11.68,0.63,0.12,0.205,0.752,1.257,1.191,0.235,0.814,0.46,0.307,3.857,1.02,1.388,0.146,0.44,1.122,0.747,0.582,1.202,0.027,1.42,0.408,1.27,1.252,1.257
376.63,1042.62,B cell,core,37.63,22.54,4.171,1.022,0.829,1.001,1.284,0.501,0.937,0.074,1.196,1.223,1.032,1.037,0.841,0.488,1.195,0.197,0.872,0.162,1.118,0.753,0.95,0.256,0.624,0.99,0.662
465.54,1057.26,Tfh cell,core,36.29,39.56,1.122,1.134,0.057,0.932,1.207,1.373,0.133,0.138,0.666,1.126,3.013,1.495,1.068,0.022,1.116,0.645,0.263,0.994,1.073,0.932,0.38,0.273,0.09,0.251,0.54
422.95,1026.77,B cell,core,117.52,33.59,2.792,0.663,0.936,0.122,0.227,0.04,0.597,1.499,1.172,1.279,1.371,0.332,0.971,0.625,0.545,1.138,0.843,0.934,0.406,1.41,0.984,0.944,1.139,1.37,0.264
440.35,1004.25,Tfh cell,core,55.68,34.62,0.647,1.207,1.367,0.776,0.625,0.747,0.193,0.107,1.418,0.978,3.028,0.885,0.373,1.26,0.539,0.026,0.998,1.492,1.106,1.442,0.153,0.437,1.164,0.693,0.267
428.71,964.0,CD4 T cell,core,70.01,39.44,1.002,1.122,1.385,0.396,0.418,1.473,1.321,4.003,1.19,0.965,0.462,0.848,0.366,0.148,0.508,1.213,0.208,0.068,0.353,1.177,1.324,0.411,1.441,0.717,1.03
450.0,998.78,GC B cell,core,97.18,39.97,1.405,1.05,0.545,0.246,2.718,0.666,1.221,1.053,0.765,1.362,0.877,1.296,0.097,0.12,1.289,1.103,0.389,0.181,0.107,0.48,1.328,0.288,0.374,1.247,0.277
423.8,1019.73,B cell,core,96.53,34.53,3.78,0.916,0.498,1.112,0.338,0.907,0.243,0.226,1.197,0.941,0.851,0.564,1.01,1.429,0.562,0.071,0.387,1.171,0.446,1.132,0.306,0.895,0.548,0.799,0.562
417.9,1022.2,FDC,core,66.19,16.95,0.16,3.039,1.183,1.469,1.09,0.171,1.447,0.071,0.055,1.103,1.378,0.96,1.313,0.972,0.127,0.929,1.149,0.741,1.066,0.702,0.154,1.293,0.31,0.307,0.194
438.89,1051.14,Tingible-body macrophage,core,96.26,16.26,0.018,0.738,0.161,0.2,0.18,1.27,1.223,1.477,1.209,0.759,0.59,0.877,0.945,3.511,0.503,1.355,1.426,1.432,0.939,0.923,1.495,0.621,1.164,0.12,0.358
