X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
1037.64,376.88,B cell,core,45.96,41.76,4.028,0.097,0.797,0.733,0.795,1.045,0.928,0.676,1.432,0.708,0.2,1.324,1.033,0.637,0.873,0.338,0.055,0.218,0.904,0.516,0.031,0.148,0.494,0.048,0.72
1010.57,394.22,Tingible-body macrophage,core,44.11,33.22,1.187,1.098,0.575,0.621,0.999,0.223,1.354,0.654,0.503,0.737,0.887,1.316,0.408,3.888,0.842,1.341,0.935,1.213,0.052,0.641,0.244,0.247,0.842,0.012,0.007
998.26,412.71,Mantle B cell,core,55.23,24.69,4.777,0.288,1.346,0.609,1.48,0.412,0.567,1.024,0.265,0.038,0.791,0.298,1.242,0.918,0.332,0.77,1.358,0.819,0.773,0.025,0.971,0.753,0.985,0.424,1.429
1007.08,382.41,Tfh cell,core,65.47,13.74,0.227,1.242,1.446,0.409,0.228,0.711,1.006,1.474,0.668,1.434,4.992,0.28,1.409,1.433,0.004,0.786,1.083,1.119,0.898,0.575,0.562,0.297,0.642,0.606,0.204
1022.34,362.48,Mantle B cell,core,102.33,37.0,4.416,1.397,1.357,1.296,0.688,1.418,1.288,1.156,0.252,0.744,0.452,1.402,0.014,1.1,0.582,1.327,1.095,0.006,0.144,0.107,0.759,0.528,1.262,1.188,0.513
1063.37,419.8,CD4 T cell,core,51.48,16.55,1.064,0.941,0.581,1.277,0.877,0.462,1.113,3.664,0.764,0.486,0.833,1.27,0.272,1.386,1.237,0.06,0.153,0.163,1.169,1.055,1.357,1.077,1.324,0.702,0.691
988.82,390.16,GC B cell,core,113.79,10.42,1.161,0.875,1.425,0.9,4.597,1.306,0.435,1.012,0.144,0.586,1.0,0.67,0.578,0.755,0.545,1.437,1.059,1.355,1.253,1.447,1.402,1.134,0.192,1.248,1.069
1033.09,389.38,B cell,core,115.57,37.4,3.491,0.769,0.051,0.296,0.804,1.134,0.284,0.919,0.926,0.032,0.568,0.12,0.273,0.236,0.139,0.359,0.431,1.021,0.677,0.878,1.148,0.187,0.312,0.216,0.079
1040.41,391.51,B cell,core,40.97,32.36,3.1,1.194,0.199,0.39,1.001,0.363,0.441,0.059,1.31,0.171,0.931,0.913,1.006,0.188,1.028,0.962,0.719,0.486,1.48,0.409,0.5,0.154,0.27,0.512,0.409
1036.91,391.93,Tingible-body macrophage,core,51.99,13.2,0.756,1.305,0.094,0.311,0.827,0.199,0.387,0.526,1.006,0.998,0.307,1.166,0.79,2.263,1.34,0.228,0.221,1.063,0.235,0.254,0.649,0.159,0.918,0.928,0.158
