X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
1566.98,950.59,FDC,core,63.47,43.43,1.344,2.033,1.279,0.353,0.692,0.014,0.03,0.684,0.231,0.686,0.203,0.071,0.476,0.498,0.462,0.211,1.068,0.855,1.269,1.027,1.331,0.266,1.203,0.137,0.514
1595.03,997.91,GC B cell,core,32.84,41.77,0.395,1.287,0.006,0.555,2.977,0.636,0.446,0.236,1.012,0.767,0.083,0.55,1.232,1.078,0.861,0.533,0.791,0.81,0.107,0.561,0.936,1.2,1.24,1.069,0.219
1546.21,1025.32,Mantle B cell,core,117.8,43.65,4.838,1.077,1.38,0.352,0.069,1.26,0.648,0.467,0.723,1.185,0.659,1.483,1.461,0.664,0.865,0.672,0.018,0.786,1.114,0.544,0.063,0.189,1.397,0.948,0.343
1609.18,990.67,GC B cell,core,70.31,43.4,1.491,0.753,1.313,1.362,3.671,0.231,0.231,0.993,0.81,0.91,0.547,1.488,0.419,0.24,0.89,1.294,0.106,0.868,0.636,0.319,1.439,1.093,1.427,1.143,1.175
1639.68,1011.45,CD4 T cell,core,104.09,20.69,0.857,0.791,1.451,1.446,1.308,0.9,0.036,2.893,0.485,0.431,0.046,1.438,0.322,0.428,1.365,0.126,0.666,1.203,0.295,1.045,0.349,1.16,0.634,0.959,1.343
1602.8,994.9,Mantle B cell,core,34.83,12.64,4.445,0.541,0.34,0.396,1.297,1.342,1.059,1.194,0.324,0.13,0.282,1.084,1.206,0.288,0.837,1.327,0.879,0.779,1.098,0.036,0.248,0.657,1.326,1.441,0.111
1615.19,962.87,Mantle B cell,core,108.44,39.29,2.816,1.117,0.101,0.124,0.696,0.365,1.461,1.379,1.019,1.287,0.122,0.911,1.028,0.355,1.219,0.862,0.684,0.716,0.522,1.221,0.046,0.144,1.397,0.364,0.735
1566.74,958.21,CD4 T cell,core,103.45,22.83,1.324,0.618,0.969,0.131,1.469,0.975,1.247,4.724,0.333,0.741,0.275,0.637,1.3,1.085,1.449,0.649,0.67,1.154,1.099,1.154,0.813,1.382,0.812,1.149,0.425
1601.19,996.69,Tfh cell,core,76.98,44.57,0.204,1.098,0.39,1.101,0.212,1.009,1.122,1.138,0.277,0.81,2.97,1.116,0.438,1.041,0.976,0.251,0.198,1.287,1.165,0.315,1.388,1.142,0.553,0.858,0.868
1573.99,1039.85,FDC,core,30.46,15.64,0.765,4.272,0.2,1.243,1.456,0.263,1.142,1.407,1.064,0.828,0.51,1.167,1.131,0.472,1.035,0.52,1.294,0.049,0.989,0.744,0.85,0.035,0.502,1.201,0.909
1576.14,955.47,CD4 T cell,core,50.53,17.47,1.273,0.177,0.12,0.446,1.112,0.773,0.832,2.719,0.332,0.026,1.277,0.652,0.845,0.927,1.371,0.197,1.056,0.223,0.498,1.477,0.45,1.196,0.093,1.11,0.026
1589.0,1009.94,CD4 T cell,core,32.0,42.53,0.293,0.568,0.207,0.087,0.439,0.809,1.35,3.517,1.346,0.291,1.176,0.952,1.403,0.903,1.111,0.473,1.286,0.517,1.469,1.195,0.163,0.562,0.61,1.45,0.039
1632.41,1017.38,Tfh cell,core,74.95,29.23,1.387,1.104,1.021,0.938,0.671,0.364,0.346,1.416,0.968,0.691,4.952,0.83,0.86,0.471,0.499,1.18,0.26,0.253,0.915,1.367,0.254,1.065,1.117,1.349,0.04
1614.49,1013.47,Tingible-body macrophage,core,51.84,16.44,1.153,1.387,0.457,0.979,0.458,0.253,1.109,0.447,0.536,1.485,0.607,0.747,1.135,2.142,0.903,0.515,0.126,1.072,1.288,1.065,1.08,0.709,0.657,0.111,0.279
1580.79,972.71,Tingible-body macrophage,core,113.86,19.57,0.19,0.074,1.377,0.531,1.306,1.488,0.36,0.499,1.494,0.362,1.084,0.206,0.764,2.51,0.103,0.621,0.048,0.428,0.197,0.141,0.689,0.174,0.043,1.102,1.207
1571.18,980.16,CD4 T cell,core,81.41,26.6,1.41,0.482,0.033,1.422,1.496,1.291,0.249,4.218,0.668,1.291,0.885,0.887,0.888,1.325,0.641,1.345,1.089,0.066,1.264,1.328,0.444,1.026,0.119,0.834,0.343
1598.36,1036.42,Mantle B cell,core,54.16,27.41,4.137,0.649,0.711,0.574,0.0,1.472,1.307,0.84,0.055,0.814,1.195,1.136,0.08,1.358,1.087,1.068,0.252,1.34,1.117,1.038,0.621,1.423,1.366,0.388,0.272
1609.13,998.8,CD4 T cell,core,79.24,44.48,0.41,0.003,0.802,0.607,1.32,1.166,1.048,3.173,1.323,0.083,0.399,0.821,0.592,1.042,0.172,1.467,0.088,0.464,0.969,0.954,0.826,0.706,0.979,1.134,1.188
1571.42,1043.31,Tingible-body macrophage,core,119.96,29.74,1.165,0.467,1.323,1.246,0.861,0.976,0.57,0.76,1.182,0.59,0.778,0.608,0.504,3.858,0.027,1.142,1.005,0.562,0.112,0.501,1.455,0.155,0.914,0.385,0.314
1612.55,1020.82,FDC,core,110.94,10.33,0.353,4.528,1.274,0.968,0.803,0.316,0.511,0.091,0.182,0.252,0.278,1.479,0.965,0.812,0.182,0.315,0.919,0.981,0.085,0.772,1.318,1.046,0.758,0.008,1.362
1565.17,1025.08,Mantle B cell,core,97.65,33.11,4.503,0.763,0.234,0.931,0.118,1.176,0.227,1.417,1.438,1.044,1.236,0.692,0.324,0.642,0.13,0.808,1.097,0.55,0.944,0.213,0.513,1.002,0.493,1.138,0.891
1573.76,959.24,CD4 T cell,core,113.12,39.37,0.418,0.959,1.312,0.553,1.385,0.485,0.95,3.402,1.319,0.888,0.407,0.083,0.2,1.446,1.359,0.947,1.093,0.547,0.913,1.475,0.936,1.404,0.476,0.113,1.212
1592.78,992.3,FDC,core,48.6,23.8,0.553,2.698,0.862,0.29,0.995,1.048,1.237,0.463,1.386,0.201,1.396,1.433,1.471,0.016,1.2,0.488,0.583,1.171,0.925,0.249,1.363,0.227,1.368,1.404,0.195
1592.47,991.72,Tingible-body macrophage,core,119.25,26.72,0.116,1.051,1.36,0.964,0.446,0.176,1.006,1.023,1.221,0.986,1.304,0.569,0.625,2.593,1.156,1.419,1.26,0.043,1.013,0.278,0.125,0.627,0.626,1.383,0.143
1623.02,1015.52,Tingible-body macrophage,core,106.55,41.4,0.944,1.361,1.104,0.651,1.482,0.057,1.422,0.877,0.155,1.407,1.421,1.137,0.424,4.386,1.027,0.957,1.013,0.116,0.779,0.524,0.869,1.022,0.516,1.465,0.725
1598.93,1016.07,GC B cell,core,108.86,44.33,0.29,0.956,0.872,0.904,4.017,0.929,1.309,1.358,0.701,0.503,0.746,1.483,0.455,0.097,0.943,0.958,0.433,1.042,1.38,0.541,0.17,0.363,0.451,1.002,0.965
1606.8,961.8,Tfh cell,core,35.51,16.87,1.031,1.235,0.343,0.876,1.128,1.186,0.401,0.623,0.929,0.786,2.228,0.533,0.039,0.434,0.838,0.757,0.355,1.303,1.314,1.418,1.421,0.45,1.047,0.811,1.286
