X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
1625.45,377.87,Tfh cell,core,40.04,39.13,1.223,1.2,0.482,0.308,0.4,1.27,1.049,0.719,0.131,1.341,2.628,0.313,1.354,0.781,0.517,0.764,0.944,1.029,0.819,0.071,0.239,0.394,0.699,0.865,1.189
1604.15,415.54,Mantle B cell,core,39.92,12.61,2.525,0.288,1.2,0.782,0.029,0.744,0.656,1.141,0.142,0.595,1.375,1.089,0.977,0.604,0.376,0.139,0.456,0.546,0.658,1.261,0.646,0.969,0.249,0.552,1.398
1634.12,429.69,GC B cell,core,32.36,28.71,0.253,0.614,1.053,1.225,2.45,0.153,1.233,0.995,1.244,1.134,0.304,1.449,1.174,0.489,1.157,0.633,0.156,0.947,1.49,0.997,1.377,0.297,0.755,0.452,1.414
1612.47,436.45,GC B cell,core,109.78,36.4,1.387,0.436,0.355,1.016,3.149,0.628,1.139,0.085,1.266,0.808,0.973,0.701,0.026,0.581,0.243,0.27,1.248,0.522,1.238,1.147,1.044,0.717,0.102,1.226,0.042
1588.78,409.22,B cell,core,118.29,20.05,3.108,0.814,0.558,0.169,1.247,1.191,0.97,1.34,0.045,0.154,0.901,1.498,1.4,0.962,0.162,0.825,0.925,1.17,1.475,1.164,0.772,1.129,0.531,0.698,0.8
1615.26,417.48,CD4 T cell,core,109.54,27.37,1.496,0.522,0.908,1.398,1.026,0.873,0.116,2.321,0.666,1.042,0.727,0.408,0.795,0.568,1.226,0.701,0.683,1.067,0.805,0.652,0.123,0.691,1.297,1.456,1.28
1610.61,391.18,FDC,core,71.87,26.9,0.317,4.805,0.529,1.153,0.226,0.101,1.275,0.992,0.845,0.222,0.19,1.001,0.23,1.282,0.254,0.935,0.356,0.469,0.488,0.037,0.629,1.298,0.748,0.287,0.778
1625.09,425.09,FDC,core,49.91,29.65,0.471,4.828,0.463,0.821,1.17,0.613,1.177,0.664,1.341,0.489,0.666,1.028,0.014,1.329,0.665,0.557,0.175,0.147,0.709,1.227,0.907,1.367,1.476,0.772,0.291
1641.45,484.39,B cell,core,46.62,22.93,4.685,1.304,1.026,0.944,1.013,1.337,0.599,1.05,0.532,1.0,0.797,1.125,0.825,0.743,0.137,0.075,1.288,0.677,1.463,0.672,0.142,1.116,0.479,0.935,0.059
1594.55,446.77,Tingible-body macrophage,core,34.15,20.81,1.403,1.304,0.567,0.562,1.109,0.498,0.346,1.41,1.124,0.614,0.305,0.749,0.634,4.652,0.868,0.255,0.396,0.832,0.612,0.619,1.001,0.111,1.131,1.435,1.364
1630.1,433.46,B cell,core,105.69,16.5,4.679,1.395,0.891,0.482,0.37,0.007,0.046,0.969,0.718,0.476,0.701,0.56,1.057,0.829,0.63,0.006,0.821,1.303,0.376,0.509,1.134,0.242,0.876,0.928,1.187
1630.64,390.94,Mantle B cell,core,92.39,22.16,3.9,0.07,0.886,0.641,1.05,0.884,0.211,1.058,0.206,0.199,1.004,1.367,1.075,1.414,0.219,0.137,0.716,0.393,0.415,0.281,0.443,1.108,0.608,0.748,0.232
1608.75,424.58,Mantle B cell,core,115.17,42.08,2.681,0.008,1.352,1.435,0.242,1.229,0.867,1.149,0.903,0.768,0.551,0.571,1.319,0.439,0.238,1.488,0.428,0.155,0.407,1.209,1.179,1.334,1.349,1.497,0.493
1604.28,426.82,GC B cell,core,59.85,27.77,0.298,1.469,0.959,0.916,2.844,0.276,0.63,1.346,1.22,0.397,0.098,0.917,1.108,1.391,0.959,0.381,0.799,1.06,0.295,1.364,0.219,0.015,0.437,1.159,0.853
1648.07,370.56,GC B cell,core,43.6,27.26,0.212,1.307,1.223,1.064,4.79,0.025,1.021,0.732,1.491,1.424,0.708,1.257,1.093,1.116,0.53,1.097,0.05,0.049,0.344,0.352,0.021,1.324,1.183,1.164,1.22
1607.26,447.22,Tfh cell,core,62.74,33.06,0.995,0.541,1.399,0.203,0.265,1.322,0.384,0.534,0.681,1.089,2.605,0.997,0.344,1.276,0.478,0.125,0.052,1.251,0.789,0.362,0.099,1.458,1.19,1.131,0.616
1619.55,424.38,FDC,core,100.53,21.16,0.886,3.47,0.965,0.826,1.436,0.334,1.041,0.926,1.472,1.014,0.339,0.564,1.35,0.132,1.154,0.77,0.055,1.24,0.283,0.49,0.774,0.482,1.268,1.452,1.385
1591.64,435.19,CD4 T cell,core,39.19,30.55,0.648,0.292,1.354,0.978,0.528,0.46,0.173,4.042,0.501,1.347,0.175,0.311,0.977,0.419,0.512,1.412,0.344,0.238,0.497,0.58,0.744,1.081,0.216,0.282,1.37
1632.61,415.97,Tingible-body macrophage,core,110.78,22.96,1.189,0.414,1.067,0.615,0.881,0.935,0.106,0.992,1.19,0.28,0.117,0.786,0.762,2.173,1.322,0.094,0.947,1.268,1.205,1.083,0.304,0.315,0.632,1.172,0.125
1577.23,391.46,FDC,core,119.54,24.72,0.14,4.884,1.255,0.277,1.34,1.076,0.585,1.218,0.644,1.296,1.495,0.882,1.01,0.308,0.247,0.602,0.427,0.696,0.267,1.002,0.81,0.273,0.121,0.875,1.476
1630.0,425.83,FDC,core,69.22,29.93,0.172,3.443,0.176,0.729,1.255,1.104,0.795,0.095,0.969,0.944,1.213,0.819,0.504,0.431,0.736,0.409,1.46,0.142,1.004,0.594,0.609,0.797,0.476,1.084,0.917
1623.21,418.45,GC B cell,core,63.9,31.61,0.205,0.236,0.588,0.778,3.003,1.158,0.981,0.988,0.787,1.459,0.042,0.707,0.537,1.486,0.469,0.619,1.127,0.635,0.227,0.33,0.773,0.566,0.866,0.361,1.466
1655.62,382.6,CD4 T cell,core,91.38,23.99,1.284,0.989,0.514,0.729,0.493,1.184,0.876,3.016,0.505,1.104,0.395,0.465,0.007,0.164,0.489,0.488,0.64,0.978,0.402,0.254,0.938,1.073,1.367,0.751,0.089
1663.46,477.93,FDC,core,60.85,30.12,1.271,3.585,0.189,0.718,0.37,0.763,1.107,0.427,0.56,0.928,0.796,0.022,0.493,0.199,1.289,0.696,1.189,0.4,0.088,1.334,1.324,0.861,0.196,0.1,1.002
1637.31,433.84,FDC,core,83.92,28.32,0.67,2.033,1.472,0.672,0.07,1.008,0.764,0.383,0.782,0.436,1.063,1.465,0.1,1.118,1.296,1.055,0.841,0.428,0.581,0.208,0.089,1.051,0.167,0.075,0.37
