X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
1567.77,375.87,Tfh cell,core,108.02,44.44,1.055,0.456,0.431,0.81,0.209,0.67,0.659,0.088,1.184,0.652,3.775,0.506,0.362,0.214,0.87,1.175,1.32,0.797,0.062,0.399,0.861,1.223,0.53,0.366,0.026
1621.51,468.24,Tfh cell,core,86.4,16.36,0.39,1.221,0.546,1.368,0.248,1.231,0.922,0.059,0.882,0.109,2.366,1.192,1.091,0.982,1.446,1.289,0.948,0.428,1.116,0.26,1.082,1.186,0.778,1.384,1.093
1556.56,423.71,Tfh cell,core,42.91,38.98,0.568,1.432,0.659,0.704,0.245,1.443,1.253,0.239,0.497,0.991,3.795,1.324,0.895,1.415,0.551,0.25,0.416,0.105,1.486,1.144,0.343,0.694,0.539,0.691,1.487
1566.79,426.54,FDC,core,82.72,18.6,0.897,4.742,0.87,1.272,0.983,0.623,0.327,0.9,0.249,0.918,0.347,1.489,0.522,1.49,0.849,0.339,0.203,1.246,1.109,0.892,0.992,1.27,1.369,0.875,1.212
1583.37,464.59,CD4 T cell,core,92.22,32.55,0.444,0.696,0.335,1.194,0.726,1.028,0.619,3.256,1.358,0.81,1.169,1.078,1.273,0.012,1.458,1.283,0.583,0.192,1.003,0.294,0.029,0.751,0.481,0.516,1.26
1583.16,421.07,GC B cell,core,32.83,30.35,1.02,1.451,0.335,0.156,4.473,1.125,0.343,1.422,1.0,0.58,1.01,1.214,0.971,0.594,1.358,1.241,0.524,0.973,0.362,0.531,0.212,0.093,0.435,0.066,0.426
1601.91,434.99,Tfh cell,core,77.45,27.0,0.223,0.787,0.395,1.36,0.537,1.302,0.926,0.751,0.57,0.704,4.715,1.038,0.546,0.961,1.45,0.207,0.08,0.193,0.102,0.108,0.446,0.569,1.019,0.315,0.706
1548.39,428.16,FDC,core,50.14,43.9,0.252,3.905,1.337,0.546,1.261,1.174,1.093,0.17,0.627,0.088,1.452,1.032,0.392,1.235,0.089,0.612,0.012,0.612,1.182,0.029,0.47,0.282,0.472,1.307,0.698
1619.07,436.5,CD4 T cell,core,76.7,30.6,0.311,0.868,0.731,0.463,0.56,1.432,0.004,4.771,1.125,0.043,0.496,0.205,0.483,1.065,0.124,0.98,1.211,0.328,1.405,0.213,0.334,0.068,0.554,1.065,0.209
1576.8,435.54,GC B cell,core,89.19,22.37,0.63,0.639,0.62,0.342,2.624,0.38,1.049,0.765,0.706,1.036,0.584,1.023,0.405,1.433,0.426,0.356,1.137,0.118,1.472,0.958,0.531,0.94,0.228,0.069,0.868
1612.88,445.69,CD4 T cell,core,51.47,29.88,1.385,1.302,0.848,0.38,0.564,1.227,0.135,4.579,0.717,1.095,1.158,0.532,1.409,1.463,0.704,0.532,1.168,0.661,0.777,0.012,0.787,1.012,0.433,0.836,0.105
1548.11,391.83,CD4 T cell,core,70.76,21.65,0.831,0.454,1.372,0.152,0.433,0.101,1.453,2.278,0.012,1.05,0.957,0.624,1.205,0.625,0.005,0.971,0.726,0.895,0.743,0.282,0.4,0.475,1.073,0.226,0.839
1595.06,442.97,CD4 T cell,core,66.11,10.09,0.366,0.086,0.217,0.854,1.435,0.076,1.328,4.995,1.275,1.026,1.04,1.145,0.077,0.023,1.499,0.096,1.079,0.464,1.241,0.032,0.842,0.119,1.211,0.167,1.107
1583.15,410.93,Tfh cell,core,117.71,11.48,1.224,0.943,0.537,0.499,0.457,1.109,0.741,0.614,0.84,0.151,2.571,0.44,0.1,0.011,0.253,0.456,1.252,0.221,0.643,0.633,0.76,0.014,1.372,1.43,0.746
1583.43,442.21,Tfh cell,core,103.93,24.9,0.823,0.439,1.101,1.073,0.481,0.617,0.79,0.34,0.339,1.245,2.152,1.158,0.207,0.047,1.467,0.81,1.268,0.343,0.841,0.993,1.121,0.893,0.046,0.403,1.394
1548.95,426.56,Tingible-body macrophage,core,105.75,38.8,0.339,0.438,1.169,0.217,0.412,0.587,1.429,0.624,0.014,0.764,0.281,0.171,0.123,3.206,0.18,0.898,0.952,0.246,1.332,0.097,1.174,0.688,1.292,0.987,1.042
1588.36,413.46,CD4 T cell,core,114.51,38.0,1.11,1.494,0.989,0.339,0.949,1.136,0.376,3.582,0.984,1.222,0.734,1.006,0.201,1.467,0.236,0.541,0.73,1.35,0.104,0.424,0.795,0.493,0.777,1.042,0.133
1593.0,429.98,Mantle B cell,core,56.12,42.55,3.57,1.092,1.185,1.011,0.034,0.486,1.241,0.608,0.794,0.887,0.657,1.498,0.761,1.17,0.869,0.545,0.906,0.188,1.074,0.741,0.861,0.8,0.882,1.03,0.013
1619.7,368.01,CD4 T cell,core,109.4,38.17,0.282,1.059,0.145,0.479,1.416,0.756,0.488,2.793,0.263,0.751,1.097,0.839,0.813,1.392,1.424,0.253,1.12,0.822,0.082,1.375,0.232,1.499,1.429,0.084,1.152
1602.41,426.06,Tfh cell,core,93.3,19.8,0.207,0.633,1.259,1.025,1.34,0.947,0.633,1.244,0.037,0.364,4.846,1.394,1.094,0.306,1.262,0.624,0.035,0.766,1.106,0.215,0.976,0.198,0.069,1.405,0.003
1555.15,462.87,B cell,core,103.5,25.39,3.377,0.159,0.816,0.979,0.018,0.415,1.188,1.31,0.739,1.129,0.281,0.71,1.278,0.516,1.178,0.175,0.34,0.633,0.229,0.436,0.729,0.014,0.299,0.693,0.428
1597.27,374.14,Tingible-body macrophage,core,47.73,12.48,0.577,0.685,0.017,0.109,1.372,0.044,0.244,1.031,1.228,1.081,0.575,1.046,0.78,2.732,1.08,0.765,1.151,0.332,0.921,1.023,0.96,0.844,0.624,0.248,1.279
1586.64,448.29,GC B cell,core,87.96,40.56,0.548,0.698,0.254,0.968,4.21,0.145,0.946,0.199,1.158,0.898,1.333,0.322,0.307,0.653,0.535,0.863,0.704,0.467,0.884,0.247,1.392,0.708,0.906,1.276,0.45
1558.15,387.37,Mantle B cell,core,94.53,35.84,4.172,0.243,0.138,0.931,1.491,0.028,0.74,0.91,0.373,0.383,0.705,1.092,0.698,0.627,0.478,1.273,0.839,0.756,1.312,1.196,0.782,0.923,0.407,1.435,0.711
1567.88,380.58,Tfh cell,core,117.62,24.71,0.911,1.431,0.608,1.298,1.264,1.35,1.383,1.174,0.372,0.781,3.966,1.097,0.493,1.231,0.855,0.725,1.34,1.061,0.995,1.469,0.464,1.026,0.242,1.196,0.242
1531.82,401.93,FDC,core,111.23,43.78,1.388,3.829,0.288,0.227,0.659,0.602,1.094,0.539,0.134,0.157,1.337,0.543,0.595,0.413,0.704,0.14,0.757,1.288,1.264,0.947,0.67,0.068,1.435,1.294,1.098
1592.94,429.57,CD4 T cell,core,62.97,26.33,0.041,0.646,0.769,1.14,1.079,0.858,0.074,3.3,0.363,0.591,1.382,1.426,0.059,0.063,1.116,0.933,1.34,1.126,1.309,0.345,1.259,0.432,0.904,1.113,0.069
1571.51,461.49,CD4 T cell,core,90.52,36.48,0.192,1.336,0.206,0.443,0.737,0.777,0.269,4.687,1.408,0.479,0.555,0.934,0.605,0.856,1.109,0.191,0.995,1.419,0.346,1.314,0.891,0.31,1.058,1.126,0.636
