X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
397.9,406.84,CD4 T cell,core,89.66,32.73,0.656,1.493,0.958,0.378,1.382,0.265,0.42,3.775,0.506,0.502,0.297,0.095,0.738,0.411,1.453,1.317,0.655,0.172,0.57,0.103,1.469,0.375,1.097,0.997,1.295
399.06,361.56,Tingible-body macrophage,core,109.34,29.54,1.006,0.172,0.95,0.697,0.561,0.618,1.253,1.384,0.968,0.555,0.479,1.198,0.685,3.604,0.614,0.407,1.348,0.554,1.461,0.604,0.546,1.134,0.596,0.267,0.926
413.84,364.45,B cell,core,68.59,31.05,2.265,0.279,0.459,0.193,1.43,0.645,1.157,0.045,1.284,0.879,0.045,0.094,1.06,0.419,0.195,0.702,0.646,0.372,1.497,1.461,1.061,0.056,1.263,0.895,0.103
416.5,401.34,Tfh cell,core,104.15,15.16,0.539,0.02,1.423,0.334,0.609,0.325,0.733,1.291,1.328,0.228,2.863,0.408,1.289,1.252,1.306,0.6,1.482,0.254,0.848,0.417,0.757,1.346,1.471,0.531,0.734
376.22,380.45,Tfh cell,core,107.73,11.04,0.293,0.745,1.127,0.679,1.496,1.083,0.125,1.004,1.194,1.439,4.742,1.229,0.136,0.334,0.724,0.668,0.119,0.891,0.89,0.276,0.809,1.023,0.31,1.103,0.348
391.65,358.56,B cell,core,76.66,34.14,4.49,0.587,0.414,1.451,0.02,0.591,0.563,0.417,1.284,0.123,0.429,0.451,1.363,0.448,1.277,1.251,1.347,0.948,1.376,0.661,0.079,0.177,0.66,0.881,0.031
405.34,358.89,B cell,core,86.98,39.07,4.163,0.217,0.168,0.24,1.132,1.276,0.499,0.206,1.372,0.82,0.818,0.462,0.898,0.634,1.068,1.383,0.252,0.981,1.003,1.259,0.486,0.767,0.693,1.181,0.876
419.54,354.4,GC B cell,core,33.74,21.58,0.843,0.79,0.363,1.38,3.415,0.718,0.463,0.146,1.213,0.61,0.814,1.242,0.04,0.458,1.113,0.486,0.705,1.456,0.694,1.317,0.081,1.482,1.064,0.965,0.964
401.16,364.19,Tingible-body macrophage,core,108.49,12.08,0.841,0.547,0.689,0.318,0.838,0.673,0.012,0.792,0.623,0.755,0.087,0.58,0.209,4.23,0.113,0.025,1.335,0.894,1.255,0.546,0.794,0.141,0.508,0.364,1.081
385.74,364.51,Tfh cell,core,81.67,30.61,0.042,1.302,0.579,1.482,0.371,0.957,0.992,0.428,0.501,1.097,4.712,1.342,1.267,0.158,1.156,1.23,1.3,0.976,0.359,0.11,1.302,1.18,0.628,1.266,0.105
464.15,370.84,Tfh cell,core,58.79,17.01,1.191,0.245,0.893,0.666,0.724,0.932,1.227,0.612,1.372,0.128,4.572,1.248,0.959,1.393,0.927,0.273,0.7,0.009,1.429,1.382,0.038,0.66,0.423,0.722,0.558
434.14,380.78,Mantle B cell,core,91.01,26.1,3.393,0.768,1.089,0.836,1.213,0.238,1.412,0.387,1.361,0.013,0.801,0.59,0.156,1.107,1.03,1.037,0.717,0.835,0.769,0.469,0.817,1.263,1.23,0.107,1.152
414.46,436.49,FDC,core,100.02,17.12,1.052,4.854,0.078,1.0,1.047,0.155,0.643,1.076,1.442,1.291,1.214,0.154,1.366,0.745,0.667,0.843,0.904,1.252,0.021,0.063,0.685,1.264,0.152,0.96,0.611
468.31,382.48,CD4 T cell,core,112.31,44.41,0.253,1.13,0.796,0.749,0.633,0.659,0.876,2.932,1.364,0.537,0.601,1.26,0.477,0.605,1.034,0.118,1.202,0.317,0.76,0.41,0.814,0.443,0.641,0.88,1.356
429.96,370.32,B cell,core,115.97,17.78,3.151,1.09,0.949,0.342,0.471,0.301,0.669,1.201,1.077,0.157,0.408,1.041,0.771,0.901,0.996,1.029,0.355,1.07,0.336,0.585,0.419,0.278,0.435,0.098,1.402
378.34,415.43,Tfh cell,core,40.35,27.03,0.391,0.626,0.794,0.244,1.029,0.732,0.764,1.211,0.105,1.419,4.949,1.228,1.012,1.136,0.966,1.153,1.112,0.321,1.291,0.222,0.231,0.308,0.699,1.395,0.181
396.58,414.33,Mantle B cell,core,113.44,24.72,4.187,0.788,0.673,0.382,0.334,0.293,0.062,0.184,0.145,0.443,0.165,1.003,1.082,1.478,1.321,1.051,1.437,1.3,1.326,0.04,1.205,0.55,0.468,1.328,1.016
419.22,379.69,Tfh cell,core,71.46,13.58,0.082,0.323,0.427,0.007,1.335,0.862,0.763,0.234,1.224,1.063,2.48,0.215,1.464,1.344,0.169,0.61,0.754,0.942,1.037,1.092,0.524,0.653,0.189,0.766,1.221
427.89,417.6,B cell,core,72.92,11.28,2.659,0.459,0.462,1.181,0.776,0.847,1.284,1.134,0.033,0.77,0.53,0.79,0.24,0.591,0.208,1.302,0.641,1.026,0.715,1.105,0.429,1.217,0.44,0.753,0.768
404.12,350.45,GC B cell,core,76.33,20.57,0.04,0.533,0.483,0.069,4.841,0.137,0.755,1.438,0.867,1.01,0.708,1.221,1.065,0.408,0.67,0.933,0.162,0.551,1.343,1.325,0.441,1.383,1.001,1.233,0.684
400.78,392.7,Tingible-body macrophage,core,101.79,28.67,1.433,0.243,0.715,1.412,1.409,0.01,1.218,0.174,0.298,0.025,0.389,1.082,1.136,2.976,0.894,0.836,0.06,0.158,0.22,1.45,0.569,1.059,1.324,0.727,0.753
422.15,386.35,FDC,core,50.93,17.78,0.743,3.031,0.733,1.298,1.168,1.209,0.025,1.409,1.457,1.096,1.336,0.758,1.083,0.739,0.097,0.86,1.169,0.571,0.247,1.311,1.455,1.364,1.213,0.434,0.125
422.94,380.05,Tingible-body macrophage,core,68.0,12.85,0.525,0.164,0.599,1.458,0.11,0.34,1.365,0.235,1.317,0.602,1.177,0.149,1.072,3.297,1.128,0.025,0.622,0.7,0.568,1.487,1.154,0.399,1.009,0.458,1.295
410.77,393.14,GC B cell,core,53.15,39.55,1.095,1.21,0.68,1.213,4.784,0.268,1.108,0.092,0.406,0.182,0.564,0.055,0.406,1.036,1.351,0.532,1.449,1.106,1.291,0.416,1.472,0.143,1.117,0.806,0.633
408.65,339.02,CD4 T cell,core,85.97,27.22,0.876,1.217,1.062,0.786,1.097,0.869,0.779,2.607,1.199,1.427,0.934,0.331,0.904,0.461,1.476,1.373,0.557,0.455,0.964,0.333,1.126,0.512,0.934,0.841,0.539
435.91,344.85,CD4 T cell,core,114.55,14.14,0.767,1.304,0.463,1.134,0.991,0.426,0.119,3.879,0.241,0.069,0.268,0.948,0.595,0.55,1.408,0.669,1.179,1.179,0.795,1.146,0.522,1.062,0.318,1.071,0.531
