X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
991.45,427.2,CD4 T cell,core,85.23,18.06,0.838,1.333,0.283,0.344,0.604,1.488,0.314,2.24,0.419,0.063,1.256,0.656,0.548,1.331,0.969,1.426,0.249,1.16,0.207,1.151,0.674,1.341,0.541,1.214,0.522
975.23,321.16,CD4 T cell,core,102.09,44.08,0.266,1.218,1.38,1.407,1.158,0.303,1.3,4.773,0.747,0.384,1.137,1.457,0.551,0.289,0.716,0.285,0.218,0.709,0.673,0.018,1.437,1.489,1.235,0.456,0.956
967.25,356.62,B cell,core,90.22,18.5,4.391,0.353,1.459,0.593,0.891,1.143,0.061,0.413,1.349,0.669,0.444,0.97,0.321,1.137,0.988,1.338,0.299,0.213,1.041,0.837,1.382,1.405,1.374,0.053,1.101
938.89,401.39,Tfh cell,core,45.61,44.69,0.94,0.323,0.34,0.976,0.541,1.242,0.013,1.43,1.045,0.472,4.184,1.323,1.423,0.44,0.993,0.712,1.084,1.136,0.64,0.221,0.193,1.245,0.683,1.25,1.251
903.48,419.26,GC B cell,core,57.69,10.27,0.02,1.143,1.322,1.255,4.29,1.496,0.365,0.674,0.349,1.21,0.837,1.17,0.112,0.068,0.124,1.288,0.799,0.093,0.084,1.101,0.27,1.006,0.292,1.352,0.505
1002.44,434.7,GC B cell,core,85.24,27.42,1.053,0.28,0.662,0.826,4.967,1.4,0.55,0.442,0.324,1.039,1.01,0.409,0.303,0.148,0.181,1.148,1.196,0.708,1.155,0.796,0.905,1.309,0.693,0.793,1.49
1004.66,385.34,B cell,core,109.12,26.2,2.941,0.67,0.352,1.481,0.351,0.993,0.042,0.612,1.491,0.576,0.14,1.017,1.285,0.063,0.927,0.125,1.192,0.914,1.234,1.421,1.119,1.199,0.648,0.474,1.403
1015.24,388.51,FDC,core,104.86,39.26,0.037,3.3,0.506,0.686,1.116,0.873,0.709,1.45,0.197,1.077,0.022,1.153,1.072,0.616,0.62,0.857,1.352,0.234,0.579,0.689,0.531,0.362,0.73,0.504,0.886
903.56,362.86,Tingible-body macrophage,core,79.11,32.75,0.764,0.532,0.863,1.276,0.818,1.203,0.53,0.999,0.847,0.982,0.668,0.196,0.024,3.056,0.107,0.637,0.566,0.946,1.433,0.623,0.487,0.927,0.786,0.079,1.185
991.82,371.35,FDC,core,109.98,39.28,1.307,3.159,1.095,1.24,0.051,0.867,0.455,0.896,0.95,0.605,1.289,1.223,0.089,1.334,1.114,1.275,0.458,0.609,1.12,1.299,0.44,1.022,0.588,0.704,0.732
973.95,383.13,FDC,core,42.15,26.59,0.121,2.165,0.322,0.296,0.425,0.585,1.086,0.896,0.188,1.01,0.871,0.003,1.304,0.312,0.751,0.778,0.087,0.218,0.257,1.382,1.347,1.323,0.371,0.626,0.818
996.93,404.76,Tfh cell,core,90.93,41.5,0.046,1.163,0.579,0.713,0.985,1.306,0.239,0.269,0.951,1.334,2.867,0.702,0.06,0.013,1.392,1.145,1.045,0.081,1.05,1.078,0.509,1.213,1.496,0.373,0.055
1028.4,359.16,FDC,core,84.96,20.61,0.919,4.035,0.479,0.314,0.865,0.144,1.193,0.968,1.193,1.064,0.998,0.474,1.36,1.146,0.184,0.348,0.146,1.015,0.681,0.353,1.06,0.167,1.481,1.432,0.148
931.4,446.21,Tfh cell,core,93.73,20.52,1.351,0.736,0.825,0.759,1.179,0.287,0.349,0.166,0.674,0.06,2.449,0.659,0.525,1.393,1.287,0.329,0.116,1.078,0.538,1.241,0.568,0.451,0.689,0.065,0.262
998.71,313.89,GC B cell,core,108.36,18.98,0.741,0.28,0.022,1.443,4.245,1.118,0.029,1.373,0.838,0.987,0.925,0.353,0.177,1.252,0.831,0.853,0.168,1.42,1.045,0.635,0.072,0.705,1.467,1.141,0.034
1010.6,318.26,FDC,core,80.44,15.67,0.155,4.721,1.358,0.697,0.449,0.664,1.249,0.912,0.173,0.477,0.429,1.15,0.769,0.11,0.028,0.546,0.851,0.864,0.577,0.618,0.454,0.237,0.493,0.986,0.442
955.8,384.97,B cell,core,82.11,37.35,2.494,0.164,0.255,0.282,1.454,0.074,0.679,0.974,0.107,0.491,0.606,0.711,1.018,0.768,0.784,0.423,0.08,0.992,0.79,0.772,0.869,1.403,1.136,0.736,0.308
941.8,329.01,Tfh cell,core,83.25,33.26,0.125,0.847,1.158,0.3,1.483,0.706,0.089,0.903,1.498,1.478,2.494,0.665,1.318,0.505,1.308,0.781,0.573,0.064,0.586,1.003,0.277,0.673,0.371,0.248,0.513
965.7,387.78,GC B cell,core,117.11,10.48,0.46,0.198,0.949,1.314,2.566,0.668,0.733,0.062,1.481,0.176,0.177,0.099,0.564,0.994,0.791,0.635,0.366,1.252,0.372,0.672,1.012,0.035,0.232,0.691,0.406
964.47,394.15,GC B cell,core,117.86,40.47,1.403,0.542,0.88,0.936,2.68,1.388,0.517,0.99,0.153,0.992,0.36,0.016,1.155,1.493,1.048,1.176,1.399,0.523,1.319,0.739,0.774,0.11,0.418,0.598,0.824
974.48,388.53,Mantle B cell,core,70.41,16.93,2.086,0.293,1.161,0.353,0.893,0.844,1.441,0.649,0.312,0.775,0.564,0.175,1.321,0.523,0.012,1.276,1.27,0.587,1.188,0.747,0.913,0.703,0.192,1.427,0.023
1004.07,323.45,Mantle B cell,core,58.56,17.22,4.367,0.82,0.567,1.484,0.573,0.931,1.44,1.356,0.207,0.646,0.787,1.132,1.286,1.347,0.881,1.216,1.305,0.162,1.471,0.501,0.025,0.411,0.973,0.569,0.891
969.07,375.13,B cell,core,81.55,42.47,2.147,1.251,0.514,0.75,1.105,1.352,1.472,0.756,0.626,0.092,1.492,0.402,0.33,1.333,1.127,0.73,0.959,1.4,0.707,0.088,1.499,1.458,1.355,0.298,0.45
960.81,379.52,Tfh cell,core,75.75,15.82,1.145,0.348,1.15,0.889,0.582,0.666,1.239,1.445,0.231,1.168,2.316,0.353,0.3,0.325,1.434,1.089,0.003,0.63,1.112,0.306,0.658,0.48,0.754,0.147,0.993
964.8,378.45,GC B cell,core,52.62,21.98,0.373,1.16,0.156,0.316,2.24,0.885,0.101,0.815,1.39,0.174,0.564,0.057,0.992,0.133,0.584,0.283,1.143,0.282,0.435,1.01,0.119,0.819,0.242,0.269,1.495
965.64,367.03,Tfh cell,core,98.74,14.54,0.405,0.903,1.454,0.868,0.023,0.569,0.817,1.204,1.476,0.204,4.601,1.061,0.97,0.825,0.973,0.485,0.105,0.39,0.037,1.171,0.402,1.371,0.856,1.042,0.766
943.47,322.49,GC B cell,core,73.82,12.54,1.048,1.248,1.032,0.682,3.648,0.356,1.077,0.441,1.145,1.219,1.491,1.344,1.467,0.366,0.141,1.256,0.488,1.332,1.074,1.476,0.309,0.422,1.023,0.013,1.021
969.06,377.63,FDC,core,99.4,17.49,1.208,2.849,1.298,0.349,0.565,1.209,1.328,1.385,1.159,0.031,1.271,1.295,1.365,0.507,0.206,1.218,0.414,0.614,1.343,0.271,0.418,0.498,1.215,1.425,0.251
940.2,361.19,Tfh cell,core,75.07,20.56,1.259,0.394,0.784,0.881,0.061,0.098,0.307,0.062,0.577,0.845,2.072,0.958,0.869,1.073,1.278,0.033,0.099,0.044,0.835,0.233,0.734,0.416,0.63,0.656,0.891
939.89,371.18,B cell,core,100.07,28.82,2.502,0.826,1.298,0.713,0.42,0.037,0.243,1.42,0.818,1.367,0.164,0.24,1.319,0.067,0.716,0.983,0.795,0.994,0.072,0.824,0.8,1.167,0.724,0.487,0.682
963.55,435.69,GC B cell,core,117.28,38.81,0.469,0.761,1.483,1.399,3.904,0.393,1.114,1.455,1.293,0.893,1.133,1.496,0.443,0.139,1.126,1.383,0.868,0.455,0.581,0.008,1.119,1.471,0.214,0.878,0.652
967.17,379.74,Mantle B cell,core,70.01,17.66,2.385,1.084,0.206,0.356,0.173,1.035,0.004,0.565,0.525,1.34,0.081,1.106,0.672,0.484,0.049,0.589,1.452,1.119,0.236,0.192,0.81,0.965,1.393,1.42,1.303
954.33,368.88,B cell,core,32.72,22.6,2.375,1.34,0.396,1.316,0.916,0.396,1.023,0.984,0.586,1.262,1.14,0.893,1.015,1.233,0.862,1.095,0.735,0.669,0.548,0.56,1.24,0.543,0.846,0.568,0.889
963.42,448.46,Tfh cell,core,69.86,21.49,1.289,0.727,0.978,1.139,0.481,0.158,1.452,1.399,0.102,0.261,4.219,0.989,1.189,0.727,0.336,0.27,1.364,0.814,0.791,0.915,1.026,0.412,0.121,1.382,0.269
1019.39,355.41,Tingible-body macrophage,core,42.54,32.35,1.164,0.439,1.074,0.544,1.133,1.304,0.13,1.211,0.527,0.057,1.048,1.219,0.357,3.492,0.974,0.836,1.338,1.106,0.821,1.46,0.042,0.966,1.01,1.014,1.174
1027.06,414.12,CD4 T cell,core,80.48,20.42,0.168,1.063,0.321,1.187,0.062,0.033,0.574,3.338,0.605,0.009,0.001,0.7,1.025,1.441,1.186,0.491,0.701,1.103,0.506,0.902,0.599,1.097,0.55,0.166,0.678
940.33,436.35,Tingible-body macrophage,core,43.53,35.11,1.153,0.058,0.743,1.159,0.088,0.687,0.284,0.815,0.604,0.95,0.948,0.092,0.563,2.752,1.432,0.072,0.29,0.181,0.196,0.828,0.366,1.083,1.464,1.243,0.458
