X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
987.02,418.39,GC B cell,core,97.27,18.1,0.601,0.925,0.726,1.224,3.636,1.324,1.159,0.922,0.007,1.436,0.255,0.616,0.373,0.749,0.503,1.235,1.349,1.369,0.488,0.441,0.36,0.965,0.059,0.118,0.087
1019.21,419.87,Mantle B cell,core,59.69,22.62,3.601,1.188,0.139,0.488,0.963,1.383,0.745,0.151,0.652,0.766,0.532,0.944,0.031,1.326,1.498,0.409,1.492,0.253,0.699,0.935,0.539,0.183,0.626,1.415,0.587
1007.19,446.67,B cell,core,116.62,38.73,4.544,0.446,0.348,1.189,1.026,1.105,0.984,1.297,0.021,0.629,1.261,1.462,0.304,0.81,1.393,1.163,1.14,1.319,0.47,0.224,0.979,1.431,1.065,0.364,0.652
976.85,434.41,FDC,core,41.88,14.67,1.11,2.3,0.83,0.499,0.532,0.369,0.256,0.23,0.225,1.311,1.403,0.095,0.371,0.462,0.064,1.172,0.962,0.79,0.345,0.778,0.448,0.717,0.563,0.336,0.149
1022.32,437.67,Tfh cell,core,115.77,23.55,1.134,0.73,0.443,0.585,1.02,0.259,0.112,0.5,0.747,0.659,2.284,0.085,0.015,0.681,0.088,0.698,1.437,0.572,0.812,1.205,0.465,1.123,1.007,0.089,0.676
1009.34,395.05,Mantle B cell,core,42.73,17.25,2.623,0.126,0.396,0.615,0.02,0.342,1.368,0.716,0.551,0.455,0.85,0.168,0.283,0.183,0.858,0.634,0.806,1.42,0.102,1.246,0.386,0.449,0.443,0.395,1.16
1025.99,472.91,Tfh cell,core,35.97,26.36,0.196,0.326,1.15,0.356,0.841,0.582,1.356,1.208,0.596,1.354,2.091,0.708,0.605,0.11,0.975,1.425,0.232,1.469,1.296,1.358,0.213,1.141,0.132,0.172,0.341
1035.44,431.94,Tingible-body macrophage,core,38.75,30.57,1.153,0.672,0.3,1.055,1.218,0.357,0.851,1.069,0.671,1.341,0.265,0.523,0.355,4.939,0.385,0.256,0.076,0.814,0.67,0.537,1.452,0.904,0.749,1.415,0.413
1016.92,431.76,FDC,core,50.64,32.65,0.857,3.377,0.444,0.949,0.718,0.555,1.191,0.365,1.39,0.323,0.001,0.198,0.53,1.069,0.261,0.617,0.729,0.911,0.917,0.843,0.976,0.753,1.487,1.391,0.808
1009.32,437.87,CD4 T cell,core,31.01,21.07,0.701,1.308,1.167,1.145,0.661,0.137,1.284,2.537,0.803,0.126,0.44,1.026,0.196,0.481,0.195,0.876,0.227,0.905,0.676,1.206,1.282,0.204,0.113,1.254,0.708
